DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.060m);Dir#1(0.060m);Speed#2(0.070m);Dir#2(0.070m);Speed#3(0.080m);Dir#3(0.080m);Speed#4(0.090m);Dir#4(0.090m);Speed#5(0.100m);Dir#5(0.100m);Speed#6(0.110m);Dir#6(0.110m);Speed#7(0.120m);Dir#7(0.120m);Speed#8(0.130m);Dir#8(0.130m);Speed#9(0.140m);Dir#9(0.140m);Speed#10(0.150m);Dir#10(0.150m);Speed#11(0.160m);Dir#11(0.160m);Speed#12(0.170m);Dir#12(0.170m);Speed#13(0.180m);Dir#13(0.180m);Speed#14(0.190m);Dir#14(0.190m);Speed#15(0.200m);Dir#15(0.200m);Speed#16(0.210m);Dir#16(0.210m);Speed#17(0.220m);Dir#17(0.220m);Speed#18(0.230m);Dir#18(0.230m);Speed#19(0.240m);Dir#19(0.240m);
3/9/2022 16:54:25; 13.2; 96.8;  0.3;  6.8;  0.626; 23.43;    0;    0;  0.665; 300.96;  0.914; 207.15;  0.846;  68.22;  0.106; 277.06;  0.057; 239.38;  0.168; 215.30;  0.068; 304.16;  0.057; 253.78;  0.344; 299.85;  0.774; 310.07;  0.140; 303.35;  0.216; 262.55;  0.126; 272.27;  0.453; 149.19;  0.186; 128.47;  0.207; 228.92;  0.028; 291.04;  0.381;  14.15;  0.153; 232.45;
3/9/2022 16:54:25; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.280;  29.95;  0.224; 228.62;  0.249; 293.17;  0.160; 342.92;  0.280; 344.22;  0.046; 322.13;  0.049;   8.13;  0.019; 348.11;  0.016;  14.04;  0.185; 128.85;  0.266; 321.41;  0.211;  45.96;  0.096; 175.83;  0.659; 203.53;  0.108; 311.24;  0.338; 270.00;  0.138; 321.47;  0.195;  30.91;  0.129; 228.77;
3/9/2022 16:54:26; 13.2; 96.8;  0.2;  6.8;  0.625; 23.43;    0;    0;  0.267;  29.93;  0.198;  52.61;  0.057; 221.47;  0.051;  52.22;  0.057; 234.34;  0.053;   2.16;  0.891; 258.60;  0.115; 273.98;  0.015; 126.87;  0.117; 295.25;  0.258; 150.56;  0.115;  60.75;  0.440; 320.99;  1.032; 111.49;  0.531;  61.07;  0.449; 267.70;  0.006; 180.00;  0.535;  23.02;  0.551;  35.02;
3/9/2022 16:54:26; 13.2; 96.9;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.645; 329.02;  0.039; 197.97;  0.482; 326.51;  0.033;  62.65;  0.042;  35.22;  0.095; 116.83;  0.033;  72.12;  0.349; 264.57;  0.176; 217.85;  0.839;  84.81;  0.067; 177.44;  0.123; 342.01;  0.163; 144.26;  0.413; 129.50;  0.489; 326.08;  0.911; 321.10;  0.087;  27.45;  0.413; 330.08;  0.245; 106.36;
3/9/2022 16:54:27; 13.2; 96.8;  0.2;  6.8;  0.624; 23.43;    0;    0;  0.320;  46.52;  0.855;  74.74;  0.674; 289.40;  0.070; 184.90;  0.050; 144.73;  0.080; 122.31;  0.121;  15.30;  0.121; 152.37;  0.026; 310.36;  0.498; 268.85;  0.110; 215.72;  0.031; 148.39;  0.801; 256.43;  0.021; 292.83;  0.160; 115.60;  0.520; 337.73;  0.133;  43.17;  0.530; 264.81;  0.053; 132.71;
3/9/2022 16:54:27; 13.2; 96.9;  0.2;  6.8;  0.625; 23.43;    0;    0;  0.231; 317.63;  0.412; 138.64;  0.203; 183.38;  0.200; 294.52;  0.524; 332.99;  0.012; 114.44;  0.247; 334.37;  0.051;   3.37;  0.043; 310.31;  0.111; 287.78;  0.068; 247.57;  0.719; 107.07;  0.360; 265.86;  0.120;  53.80;  0.044; 252.80;  0.368; 343.58;  0.253; 167.67;  0.414;  39.11;  0.701;  49.11;
3/9/2022 16:54:28; 13.2; 96.9;  0.1;  6.8;  0.626; 23.43;    0;    0;  0.259;  29.83;  0.716; 159.31;  0.016; 251.57;  0.083; 341.13;  0.177; 126.74;  0.019; 198.43;  0.183; 316.99;  0.040; 357.14;  0.043;  35.54;  0.048; 121.37;  0.338; 282.47;  0.021; 295.35;  0.059; 142.55;  0.175; 137.55;  0.289;  52.46;  0.125; 168.42;  0.163; 246.11;  0.664; 219.81;  0.229; 188.80;
3/9/2022 16:54:28; 13.2; 96.9;  0.1;  6.8;  0.624; 23.43;    0;    0;  0.258; 150.75;  0.155; 269.26;  0.130;  23.60;  0.100; 158.30;  0.287; 312.46;  0.064; 207.76;  0.318;  92.52;  0.050; 258.47;  0.043; 213.69;  0.335; 129.06;  0.658; 326.72;  0.092;  80.03;  0.066; 224.38;  0.147; 140.79;  0.048; 228.37;  0.217; 257.76;  0.335; 153.59;  0.418; 160.87;  0.533;  24.02;
3/9/2022 16:54:29; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.294; 340.08;  0.057; 176.99;  0.067; 280.30;  0.031; 217.23;  0.221; 178.19;  0.108; 125.60;  0.114;  58.26;  0.062; 299.05;  0.046; 327.34;  0.046; 288.82;  0.163; 278.13;  0.213; 288.95;  0.080; 164.05;  0.057; 237.14;  0.311; 311.22;  0.424; 108.01;  0.095; 289.78;  0.059; 222.27;  0.074; 252.78;
3/9/2022 16:54:29; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  1.016; 149.80;  0.174; 324.58;  0.069; 161.30;  0.044; 271.30;  0.072; 196.93;  0.201; 267.44;  0.134;  98.55;  0.069; 197.65;  0.151; 351.22;  0.092; 292.95;  0.066; 257.66;  0.107;  12.36;  0.212; 194.17;  0.127;  81.42;  0.293; 306.67;  0.649; 205.46;  0.561; 152.07;  0.629; 163.93;  1.431;   2.00;
3/9/2022 16:54:30; 13.2; 96.9;  0.2;  6.7;  0.626; 23.43;    0;    0;  0.034;  24.30;  0.236; 165.55;  0.163; 324.26;  0.102; 321.78;  0.043; 241.07;  0.048; 304.02;  0.750; 324.93;  0.112; 233.33;  0.736; 274.52;  0.359; 285.66;  0.024;  29.74;  0.123; 267.67;  0.153;   0.00;  0.078; 284.04;  1.332; 309.30;  0.171; 214.99;  0.230;  58.31;  0.245; 313.34;  0.301; 260.44;
3/9/2022 16:54:30; 13.2; 97.0;  0.1;  6.8;  0.626; 23.43;    0;    0;  1.180; 140.60;  0.456; 282.27;  0.235; 333.22;  0.028; 257.47;  0.098; 322.07;  0.069;  42.66;  0.202; 157.88;  0.033;  12.34;  0.018; 196.39;  0.892; 329.12;  0.013; 237.53;  0.256; 209.97;  0.073;  51.71;  0.045; 218.66;  0.576;  64.28;  0.087; 308.45;  0.057;  88.99;  0.214; 217.99;  0.921; 229.45;
3/9/2022 16:54:31; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.018;  29.36;  0.206; 176.94;  0.382; 256.55;  0.073; 189.46;  0.176; 170.16;  0.145; 322.58;  0.666; 124.36;  0.092; 162.35;  0.118; 187.31;  1.105;  90.67;  0.055; 227.94;  0.227;  12.99;  0.155; 290.43;  0.004; 123.69;  0.054;  41.99;  0.085; 244.33;  0.188; 279.16;  0.388; 207.49;  0.351; 248.62;
3/9/2022 16:54:31; 13.2; 96.9;  0.2;  6.8;  0.625; 23.43;    0;    0;  0.133; 147.86;  0.061; 159.78;  0.065;  28.54;  0.012;  30.96;  0.077;   5.93;  0.297; 358.26;  0.066; 250.46;  0.098; 240.83;  0.240; 310.45;  0.060; 327.89;  0.071; 265.17;  0.042; 282.38;  0.052; 221.91;  0.061; 293.20;  0.054; 252.90;  0.053; 231.84;  0.269; 344.67;  0.245;  54.30;  0.136;  91.26;
3/9/2022 16:54:32; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.377;  38.97;  0.156; 273.30;  0.954; 270.24;  0.079;  80.54;  0.213;  92.42;  0.026; 112.62;  0.083; 150.34;  0.123; 321.92;  0.056; 212.55;  0.075; 266.19;  0.010; 135.00;  0.143; 117.10;  0.142; 221.57;  0.058;  81.03;  0.021; 270.00;  0.063; 268.18;  0.122; 260.07;  0.139; 296.57;  0.619; 154.47;
3/9/2022 16:54:32; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.241; 265.71;  0.056; 326.59;  0.031;  80.84;  0.146; 268.82;  0.107; 297.28;  0.154;   1.49;  0.059;  85.16;  0.048; 125.68;  0.074; 301.76;  0.069; 277.54;  0.059; 307.45;  0.175; 261.78;  0.404; 216.44;  0.023; 352.57;  0.040;  87.14;  0.081; 257.86;  0.118; 232.55;  0.058; 220.82;  0.119; 186.77;
3/9/2022 16:54:33; 13.2; 96.8;  0.2;  6.7;  0.626; 23.43;    0;    0;  0.249;  92.30;  0.064; 136.27;  0.327; 307.05;  0.445; 335.85;  0.048; 341.94;  0.047;  11.07;  0.062; 352.53;  0.124;  66.74;  0.117; 308.43;  0.036; 266.82;  0.054; 242.49;  0.062; 303.18;  0.037; 290.38;  0.006;   0.00;  0.089; 230.44;  0.040; 315.00;  0.070; 332.70;  0.183;  30.91;  0.032;  14.47;
3/9/2022 16:54:33; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.228;  76.33;  0.030;   5.71;  0.120; 337.49;  0.054;  62.49;  0.638; 278.74;  0.513; 149.13;  0.150; 337.70;  0.027; 145.71;  0.042; 158.96;  0.048;  12.01;  0.029; 290.32;  0.050; 262.03;  0.254; 345.42;  0.162; 251.23;  0.133; 296.76;  0.153; 107.49;  0.093; 214.54;  0.101; 260.91;  0.301; 226.61;
3/9/2022 16:54:34; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.268; 270.00;  0.168;  81.44;  0.038; 336.80;  0.136; 294.69;  0.444; 319.93;  0.106;  84.61;  0.083; 270.69;  0.977; 152.52;  0.261;   1.54;  0.161; 338.07;  0.023;  28.81;  0.240; 293.89;  0.129; 204.19;  0.112; 353.83;  0.363; 215.92;  0.197; 159.17;  0.140;  95.75;  0.133;  93.87;  0.042; 137.91;
3/9/2022 16:54:34; 13.2; 96.8;  0.2;  6.7;  0.626; 23.43;    0;    0;  0.257; 267.99;  0.171; 306.20;  0.056;  59.74;  0.053;  67.80;  0.116;  26.57;  0.051; 294.54;  0.068;  24.30;  0.185; 168.45;  0.623; 323.02;  0.273; 323.05;  0.212; 129.84;  0.145;  74.81;  0.100; 263.66;  0.046;  19.23;  0.047;  33.69;  0.067; 177.44;  0.113; 274.05;  0.345; 354.50;  0.572; 200.56;
3/9/2022 16:54:35; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.250;  29.94;  0.021; 357.27;  0.099; 279.84;  0.200; 212.74;  0.115;  36.87;  0.008; 230.19;  0.043;  66.97;  0.058; 161.88;  0.197; 146.79;  0.107; 210.87;  0.467; 151.46;  0.140; 152.34;  0.076;  44.46;  0.362; 246.20;  0.364;  88.11;  0.116; 112.35;  0.036; 141.84;  0.360; 309.48;  0.531; 126.42;
3/9/2022 16:54:35; 13.2; 96.9;  0.2;  6.8;  0.625; 23.43;    0;    0;  0.441; 121.10;  0.090; 123.69;  0.457;  31.22;  0.111;  24.49;  0.701; 212.42;  0.054; 232.50;  0.039; 292.62;  0.036; 333.43;  0.685; 335.23;  0.320; 326.86;  0.054; 215.17;  0.525; 130.91;  0.136; 208.44;  0.263; 101.18;  0.028; 225.00;  0.594; 324.04;  0.616; 327.14;  0.210; 181.36;  0.624; 195.91;
3/9/2022 16:54:36; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  1.020; 149.86;  0.103; 181.11;  0.295; 192.53;  0.105;  22.91;  0.570;  18.85;  0.093; 313.26;  0.216; 150.95;  0.345; 155.89;  0.472; 150.39;  0.044;  24.23;  0.066; 236.07;  0.147; 180.39;  0.485;  83.61;  0.025; 281.77;  0.058; 295.68;  0.193; 152.90;  0.169; 212.19;  0.493; 309.40;  0.102;  72.98;
3/9/2022 16:54:36; 13.2; 96.9;  0.1;  6.8;  0.628; 23.43;    0;    0;  0.216; 352.81;  0.088;  63.73;  0.054;  81.42;  0.071; 353.57;  0.694;  29.82;  0.156; 218.49;  0.080; 336.33;  0.064; 192.72;  0.179;  59.86;  0.056; 266.93;  0.084; 315.48;  0.055; 274.16;  0.103; 214.77;  0.017; 331.93;  0.031;  35.75;  0.082; 132.04;  0.176;  60.38;  0.846;   6.11;  0.402; 242.93;
3/9/2022 16:54:37; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.243; 279.23;  0.126;  87.27;  0.139; 345.86;  0.095;  69.09;  0.058; 222.21;  0.246; 214.40;  0.164; 245.93;  0.089; 271.29;  0.288; 104.47;  0.459; 100.04;  0.161; 180.71;  0.078; 276.67;  0.031; 213.18;  0.038; 208.61;  0.133; 219.81;  0.138;  83.75;  0.146;  98.30;  0.830;  20.31;  0.642;  42.16;
3/9/2022 16:54:37; 13.2; 96.9;  0.1;  6.7;  0.627; 23.43;    0;    0;  0.315; 344.73;  0.412; 320.32;  0.084; 145.18;  0.084; 252.00;  0.239; 300.10;  0.136; 211.47;  0.092; 214.38;  0.059; 348.31;  0.118; 301.80;  0.172; 220.53;  0.115; 243.66;  0.023; 118.81;  0.161;  25.77;  0.084; 281.04;  0.249; 278.33;  0.068; 286.29;  0.048; 152.90;  0.275; 168.04;  0.388; 358.23;
3/9/2022 16:54:38; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.246; 338.54;  0.119; 358.07;  0.268; 167.52;  0.069; 239.74;  0.048; 230.04;  0.121; 251.27;  0.069;  44.41;  0.134; 100.30;  0.015; 301.61;  0.136; 358.74;  0.115; 332.10;  0.102; 235.38;  0.079; 238.91;  0.439; 273.27;  0.167; 233.54;  0.236;  19.05;  0.912; 231.95;  0.287; 185.79;  0.127; 212.44;
3/9/2022 16:54:38; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.983; 145.19;  0.017; 215.54;  0.084;  68.96;  0.032; 306.16;  0.210; 330.39;  0.206; 126.93;  0.122; 317.32;  0.031; 219.81;  0.521; 321.24;  0.295; 326.74;  0.118; 196.75;  0.073; 224.44;  0.078; 253.65;  0.260; 255.96;  0.051;  71.57;  0.177; 281.44;  0.073; 236.75;  1.558; 357.46;  0.553; 150.05;
3/9/2022 16:54:39; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.093; 339.81;  0.023; 325.62;  0.072; 270.80;  0.105; 216.11;  0.239; 217.87;  0.427; 237.54;  0.165; 349.85;  0.020; 177.14;  0.200; 297.33;  0.123; 305.75;  0.291; 121.94;  0.131; 241.67;  0.065; 316.25;  0.163;  80.48;  0.152; 333.43;  0.143; 346.64;  0.146; 339.08;  0.284; 225.14;  0.674; 319.69;
3/9/2022 16:54:39; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.253; 269.55;  0.283; 205.30;  0.122; 100.39;  0.013; 228.01;  0.097; 340.07;  0.076; 312.32;  0.027;  63.43;  0.043; 317.82;  0.090; 138.15;  0.026; 283.50;  0.166; 227.68;  0.079; 228.61;  0.116; 151.23;  0.242; 273.07;  0.025; 153.43;  0.102;  23.05;  0.078; 121.85;  0.512; 134.84;  1.039; 323.57;
3/9/2022 16:54:40; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  1.171; 259.22;  0.006; 198.43;  0.118; 229.82;  0.432; 327.01;  0.059;   7.85;  0.144;  31.03;  0.338; 322.93;  0.143; 324.65;  0.022; 264.81;  0.096; 250.43;  0.072;  17.68;  0.067; 194.66;  0.111;  83.77;  0.029; 110.32;  0.248; 155.92;  0.473;  80.38;  0.121;   0.47;  0.218; 348.90;  0.658; 146.96;
3/9/2022 16:54:40; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.426; 241.39;  0.163; 307.78;  0.117;  82.63;  0.084; 311.63;  0.061; 338.03;  0.083;  53.82;  0.063; 344.43;  0.065; 305.64;  0.311; 275.91;  0.154; 287.73;  0.065;   8.88;  0.032; 286.19;  0.349;  13.76;  0.249; 139.40;  0.367;  86.87;  0.035; 356.73;  0.134;  86.58;  0.788; 339.04;  0.391; 286.63;
3/9/2022 16:54:41; 13.2; 96.8;  0.2;  6.7;  0.625; 23.43;    0;    0;  0.447; 128.74;  0.397; 220.51;  0.089; 178.71;  0.031; 330.95;  0.135;  89.58;  0.142; 100.12;  0.293;  23.76;  0.034; 342.65;  0.062; 316.97;  0.050; 187.97;  0.069; 245.28;  0.090; 285.42;  0.061;  92.82;  0.513; 100.78;  0.145; 126.00;  0.064; 165.53;  0.056; 157.07;  0.332;  96.40;  0.299; 334.64;
3/9/2022 16:54:41; 13.2; 96.8;  0.2;  6.8;  0.628; 23.43;    0;    0;  0.399; 111.48;  0.061; 194.26;  0.085; 212.57;  0.026; 346.50;  0.323; 352.00;  0.016; 169.38;  0.460; 346.81;  0.085;  33.50;  0.316; 169.22;  0.356; 237.52;  0.048; 257.99;  0.053; 282.99;  0.234; 116.67;  0.383;  94.94;  0.101;  93.40;  1.472; 304.32;  0.260; 350.94;  1.132; 196.63;  0.276; 235.79;
3/9/2022 16:54:42; 13.2; 96.8;  0.2;  6.8;  0.624; 23.43;    0;    0;  0.748;  85.55;  0.310; 271.66;  0.106;  88.92;  0.314;  94.57;  0.036; 348.69;  0.318; 120.59;  0.243; 330.69;  0.206; 288.43;  0.080; 210.10;  0.135; 126.28;  0.050; 333.95;  0.021; 255.96;  0.938; 269.39;  0.297; 295.53;  0.410; 265.53;  0.133; 296.76;  0.397;  90.29;  0.242; 236.11;  0.117; 227.07;
3/9/2022 16:54:42; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.254;  29.80;  0.202; 221.59;  0.105; 247.09;  0.069; 247.89;  0.121; 159.78;  0.149; 186.55;  0.209;  14.97;  0.109;  37.18;  0.119; 192.16;  0.250; 159.39;  0.064; 234.57;  0.023;   4.97;  0.324; 283.39;  0.239; 275.52;  0.195; 256.04;  0.128; 120.58;  0.655; 318.03;  0.644; 165.99;  0.076; 353.16;
3/9/2022 16:54:43; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.249;  92.07;  0.078; 290.30;  0.117; 123.83;  0.089; 255.65;  0.080; 215.87;  0.242;  38.96;  0.057; 204.78;  0.148; 261.87;  0.109;  49.46;  0.038;  77.80;  0.157; 190.30;  0.042; 342.00;  0.036;  75.58;  0.322; 263.76;  0.066;  10.46;  0.179; 190.93;  0.229; 176.25;  0.432; 141.20;  0.118; 215.31;
3/9/2022 16:54:43; 13.2; 96.8;  0.2;  6.8;  0.628; 23.43;    0;    0;  0.034; 118.07;  0.184; 233.63;  0.309; 142.50;  0.135; 305.69;  0.394; 337.47;  0.185; 280.58;  0.109; 164.05;  0.024; 357.61;  0.480; 141.00;  0.075; 105.52;  0.019; 164.48;  0.072; 235.20;  0.065; 342.96;  0.023; 219.81;  0.039; 178.53;  0.067; 319.86;  0.035;  39.17;  0.610;  99.34;  0.343; 163.73;
3/9/2022 16:54:44; 13.2; 96.8;  0.2;  6.8;  0.628; 23.43;    0;    0;  0.525; 235.25;  0.039; 230.19;  0.111; 204.02;  0.035; 221.50;  0.105; 111.90;  1.015; 270.28;  0.105; 303.69;  0.010; 336.04;  0.177;  78.24;  0.242; 336.09;  0.098; 286.03;  0.025; 153.43;  0.117; 356.09;  0.070; 315.58;  0.056; 112.93;  0.016;  86.42;  0.144; 165.96;  0.448; 226.18;  1.429; 348.74;
3/9/2022 16:54:44; 13.2; 96.9;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.244; 324.16;  0.038; 103.67;  0.835; 320.05;  0.204; 310.24;  0.090;  29.12;  0.374; 276.14;  0.031; 277.35;  0.031;  67.52;  0.055; 155.30;  0.079; 326.31;  0.001; 315.00;  0.180; 277.32;  0.066; 270.87;  0.288; 298.17;  0.184; 140.95;  0.033; 102.34;  0.072; 186.34;  0.579; 196.34;  0.752; 135.11;
3/9/2022 16:54:45; 13.2; 96.8;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.262; 330.50;  0.416; 211.25;  0.251; 160.91;  0.104; 143.57;  0.101;  76.24;  0.045; 150.57;  0.229; 190.57;  0.045; 318.58;  0.123; 203.44;  0.239; 246.01;  0.109;  21.61;  0.019; 270.00;  0.061; 330.49;  0.026; 254.36;  0.341;  52.02;  0.071; 273.22;  0.061; 279.46;  0.480; 239.43;  0.466;  29.15;
3/9/2022 16:54:45; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.246; 326.44;  0.158; 127.02;  0.229; 174.74;  0.090; 121.40;  0.388; 271.48;  0.033;  72.12;  0.317; 144.90;  0.527; 147.55;  0.107; 321.42;  0.103; 347.05;  0.035;  55.41;  0.133; 122.74;  0.064; 356.42;  0.052;  28.52;  0.043; 286.31;  0.077;   6.75;  0.089; 306.74;  0.295;   9.56;  0.589;  10.17;
3/9/2022 16:54:46; 13.2; 96.9;  0.2;  6.8;  0.627; 23.43;    0;    0;  0.229;  29.81;  0.073; 127.18;  0.546; 265.17;  0.069; 100.82;  0.046;  79.92;  0.041; 267.21;  0.148; 333.09;  0.050; 353.16;  0.090; 324.02;  0.068; 358.32;  0.112; 148.86;  0.510; 151.17;  0.031;  11.31;  0.034; 354.96;  0.085;  33.50;  0.353;  21.98;  0.074; 336.90;  0.085; 303.50;  0.252; 251.49;
3/9/2022 16:54:46; 13.2; 96.8;  0.2;  6.8;  0.626; 23.43;    0;    0;  0.449; 289.77;  0.118;  41.55;  0.052; 251.92;  0.105;  36.87;  0.121;  17.24;  0.036; 289.44;  0.158; 334.57;  0.123; 141.27;  0.020; 130.91;  0.107; 173.54;  0.114;  23.86;  0.054; 237.20;  0.010;  16.70;  0.299; 147.00;  0.115;  57.84;  0.184; 267.20;  0.095; 293.59;  0.784; 218.84;  0.119; 226.36;
