DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.060m);Dir#1(0.060m);Speed#2(0.070m);Dir#2(0.070m);Speed#3(0.080m);Dir#3(0.080m);Speed#4(0.090m);Dir#4(0.090m);Speed#5(0.100m);Dir#5(0.100m);Speed#6(0.110m);Dir#6(0.110m);Speed#7(0.120m);Dir#7(0.120m);Speed#8(0.130m);Dir#8(0.130m);Speed#9(0.140m);Dir#9(0.140m);Speed#10(0.150m);Dir#10(0.150m);Speed#11(0.160m);Dir#11(0.160m);Speed#12(0.170m);Dir#12(0.170m);Speed#13(0.180m);Dir#13(0.180m);Speed#14(0.190m);Dir#14(0.190m);Speed#15(0.200m);Dir#15(0.200m);Speed#16(0.210m);Dir#16(0.210m);Speed#17(0.220m);Dir#17(0.220m);Speed#18(0.230m);Dir#18(0.230m);Speed#19(0.240m);Dir#19(0.240m);
3/4/2022 18:44:42; 13.2; 97.1; -0.2; -1.5;  0.652; 21.55;    0;    0;  1.198; 216.96;  1.007; 253.62;  0.201; 208.86;  0.246; 249.06;  0.443; 272.46;  0.118; 182.91;  0.492; 214.66;  0.274; 295.07;  0.464;  92.97;  0.472; 269.39;  0.023; 164.74;  0.272; 326.84;  0.090;  60.02;  0.067; 157.25;  0.295; 275.85;  0.495; 242.97;  0.345;  24.71;  0.417;  14.57;  0.491; 208.96;
3/4/2022 18:44:43; 13.2; 97.3; -0.2; -1.5;  0.652; 21.55;    0;    0;  1.256; 211.26;  1.257;   6.99;  0.083; 178.62;  0.134; 336.69;  0.089; 323.64;  0.398; 121.21;  0.471;  49.65;  0.279; 118.50;  0.136; 258.94;  0.222;  33.05;  0.033; 188.62;  0.050; 279.27;  0.095; 158.31;  0.115; 335.43;  0.156; 195.19;  0.267; 224.70;  0.638;   6.75;  0.809; 357.66;  0.951;   4.76;
3/4/2022 18:44:43; 13.2; 97.2; -0.2; -1.6;  0.649; 21.54;    0;    0;  0.508;  90.00;  0.267; 298.39;  0.315; 316.16;  0.535;  86.57;  0.141; 351.01;  0.891;  14.43;  0.499;  84.71;  0.332; 105.21;  0.262; 130.51;  0.063; 136.93;  0.022; 140.53;  0.025; 194.04;  0.690; 213.04;  0.037; 229.40;  0.391; 273.38;  0.362;  79.81;  0.566; 263.10;  0.078; 117.55;  0.954; 263.26;
3/4/2022 18:44:44; 13.2; 97.1; -0.2; -1.5;  0.649; 21.54;    0;    0;  0.771; 232.37;  0.759; 313.03;  0.192;  37.59;  0.351; 247.23;  0.158;   0.00;  0.175; 195.23;  0.634; 148.09;  0.070; 338.96;  0.028; 317.86;  0.045; 163.18;  0.021; 129.09;  0.045;  90.00;  0.121; 189.00;  0.061;  32.91;  0.143;  26.57;  0.209;  37.80;  0.475;  43.30;  0.169; 346.62;  1.060; 239.25;
3/4/2022 18:44:44; 13.2; 97.1; -0.2; -1.6;  0.649; 21.54;    0;    0;  1.546; 296.42;  0.737; 146.74;  0.448; 332.75;  0.067; 190.30;  0.093; 356.31;  0.664;  99.28;  0.679; 155.85;  0.249; 254.18;  0.307; 212.91;  0.121;  29.74;  0.015; 293.20;  0.026; 324.46;  0.074; 190.10;  0.030;  36.87;  0.200;  24.52;  0.190;  45.86;  0.619;  36.39;  0.172; 279.35;  0.337; 226.56;
3/4/2022 18:44:45; 13.2; 97.1; -0.2; -1.6;  0.649; 21.55;    0;    0;  1.166; 280.83;  0.257; 113.58;  0.889; 198.03;  0.431; 247.48;  0.104; 154.92;  0.069; 220.87;  0.230; 308.12;  0.404; 239.82;  0.494; 281.67;  0.329;  98.20;  0.028; 104.53;  0.021; 140.91;  0.119;  43.64;  0.133;  91.29;  0.177; 155.32;  0.096;  43.32;  0.866;  24.20;  0.341; 345.39;  0.701;  37.34;
3/4/2022 18:44:45; 13.2; 97.2; -0.2; -1.6;  0.652; 21.55;    0;    0;  0.405; 210.04;  0.418; 174.78;  0.797; 177.99;  0.294;  70.15;  0.082; 328.44;  0.213; 216.60;  0.288;  22.02;  0.338; 343.12;  0.238; 178.32;  0.847; 280.13;  0.093; 124.03;  0.035; 319.57;  0.152; 343.59;  0.098;  55.34;  0.093;  65.10;  0.204; 294.93;  0.161;  64.23;  0.546; 163.82;  0.171; 208.21;
3/4/2022 18:44:46; 13.2; 97.1; -0.2; -1.6;  0.650; 21.55;    0;    0;  0.245;  29.92;  0.299; 190.97;  0.704; 267.88;  0.270; 273.62;  0.061;  53.70;  0.321;  33.29;  0.329; 302.34;  0.632;  67.37;  0.814; 155.54;  0.054; 279.64;  0.159;  42.71;  0.026; 210.58;  0.076; 310.19;  0.047; 186.07;  0.133;  20.76;  0.040; 167.01;  0.947;  19.62;  1.018;  15.62;  0.278;  63.71;
3/4/2022 18:44:46; 13.2; 97.3; -0.2; -1.6;  0.651; 21.54;    0;    0;  0.350; 302.06;  0.479; 126.25;  0.077; 282.04;  1.022; 266.35;  0.592; 273.29;  0.153; 127.84;  0.107; 284.55;  0.405; 111.30;  0.523; 154.66;  0.633; 151.41;  0.055; 160.91;  0.100; 284.45;  0.142; 240.00;  0.834; 272.47;  0.220;  77.10;  0.585;  25.82;  0.261; 222.20;  0.817; 232.71;  0.527; 344.94;
3/4/2022 18:44:47; 13.2; 97.1; -0.2; -1.6;  0.649; 21.55;    0;    0;  0.245; 103.47;  1.188; 169.43;  0.693; 353.71;  1.024; 269.44;  0.055; 171.57;  0.069; 226.17;  0.050; 202.44;  0.148; 261.87;  0.059;  16.61;  0.417; 179.18;  0.014; 102.09;  0.061; 162.76;  0.133;  88.28;  0.423; 102.43;  0.080; 270.00;  0.144; 267.22;  0.836;  78.41;  0.250; 115.13;  1.061; 158.83;
3/4/2022 18:44:47; 13.2; 97.1; -0.2; -1.6;  0.651; 21.55;    0;    0;  0.761;  13.14;  0.321; 351.59;  1.004; 338.50;  0.166; 126.18;  0.220; 230.73;  0.161;  97.88;  0.081; 175.06;  0.177; 253.61;  0.096; 232.65;  0.456; 150.85;  0.036;  62.02;  0.061;  91.88;  0.667; 267.94;  0.295;  96.43;  0.077; 246.11;  0.142; 182.02;  0.297; 240.16;  0.611;  71.18;  0.709; 224.31;
3/4/2022 18:44:48; 13.2; 97.1; -0.2; -1.6;  0.651; 21.55;    0;    0;  1.017;  17.56;  0.213; 290.30;  1.436; 177.09;  0.217; 352.06;  0.266;  11.94;  0.626;  19.51;  0.112; 251.73;  0.198;  17.06;  0.151; 193.02;  0.300; 217.14;  0.073; 344.81;  0.290; 249.44;  0.160; 200.81;  0.592;  84.87;  0.059; 118.30;  0.344;  28.05;  1.006;  44.03;  0.102;  36.65;  1.254; 169.06;
3/4/2022 18:44:48; 13.2; 97.2; -0.2; -1.6;  0.649; 21.54;    0;    0;  0.441; 180.00;  0.242;  16.79;  0.109; 118.44;  0.266; 356.11;  0.780;  43.49;  0.122; 352.47;  0.387;  30.74;  0.920;  75.19;  0.207; 205.45;  0.810; 335.59;  0.110; 278.86;  0.225; 182.54;  0.056; 154.80;  0.668;  80.26;  0.057; 130.71;  0.229; 129.52;  0.952; 352.58;  0.929; 119.96;  0.147; 178.44;
3/4/2022 18:44:49; 13.2; 97.1; -0.2; -1.5;  0.652; 21.54;    0;    0;  1.199; 143.21;  1.108; 156.14;  0.532;  42.33;  0.906; 334.28;  0.155;  65.59;  0.034; 266.63;  0.016; 251.57;  0.070; 296.20;  0.153; 269.25;  0.169;  62.53;  0.043;   1.33;  0.505; 275.23;  0.350;  91.47;  0.642;  12.95;  0.059; 300.47;  0.513; 212.17;  0.736; 246.54;  1.344;  76.75;  0.759; 269.77;
3/4/2022 18:44:49; 13.2; 97.1; -0.2; -1.6;  0.650; 21.54;    0;    0;  0.755;  65.68;  0.822; 342.01;  0.459;  21.99;  0.253; 332.22;  0.463; 196.71;  0.204; 155.70;  0.108; 130.89;  0.042; 225.97;  0.132; 322.70;  0.212; 156.09;  0.152; 317.93;  0.194; 323.60;  0.065;  19.83;  0.615; 267.39;  0.070;  56.08;  0.732; 237.05;  1.306;  19.13;  0.742; 135.38;  0.639; 137.60;
3/4/2022 18:44:50; 13.2; 97.1; -0.2; -1.6;  0.653; 21.55;    0;    0;  0.534; 265.59;  0.864; 153.76;  0.030; 293.20;  0.999; 150.64;  0.725; 142.45;  0.423; 209.48;  0.955;  32.51;  0.030; 135.00;  0.185;  67.05;  0.418; 309.67;  0.230; 144.72;  0.244; 302.13;  0.480;  70.39;  0.163;  81.52;  0.223;  92.82;  0.644; 346.72;  0.826; 102.37;  0.339;  49.78;  1.286; 304.04;
3/4/2022 18:44:50; 13.2; 97.1; -0.2; -1.5;  0.650; 21.55;    0;    0;  0.613; 210.03;  0.442; 213.37;  0.214;  40.83;  0.091; 129.64;  0.459; 296.40;  0.380;  29.33;  0.262;  84.75;  0.040; 348.41;  0.245; 272.80;  0.633;  84.56;  0.072; 152.72;  0.588; 132.59;  1.044; 146.13;  0.412; 168.94;  0.052; 342.26;  0.777;  89.26;  0.669;  55.60;  0.788;  21.36;  0.870; 224.72;
3/4/2022 18:44:51; 13.2; 97.2; -0.2; -1.5;  0.651; 21.55;    0;    0;  0.440; 120.12;  0.653; 272.63;  0.289; 340.63;  0.361; 147.54;  0.297; 238.94;  0.178; 205.56;  0.137;  90.00;  0.131;  51.20;  0.025; 236.31;  0.097; 265.87;  0.078; 292.62;  0.135; 149.25;  0.460; 143.48;  0.314; 281.95;  0.138; 283.03;  1.117;  62.31;  0.774; 252.10;  0.370;  23.73;  0.493;  46.23;
3/4/2022 18:44:51; 13.2; 97.2; -0.2; -1.6;  0.651; 21.54;    0;    0;  0.001; 270.00;  0.328;  73.00;  0.040; 180.00;  0.698; 329.25;  0.670; 305.90;  0.185;  20.19;  0.173;  48.28;  0.048; 341.94;  0.072; 176.03;  0.549; 271.67;  0.043;  13.39;  0.271; 353.43;  0.882; 152.01;  0.671; 153.55;  0.084;  74.15;  0.374; 281.40;  0.231;  70.78;  0.511; 119.42;  1.088; 325.14;
3/4/2022 18:44:52; 13.2; 97.1; -0.2; -1.5;  0.651; 21.55;    0;    0;  1.019; 270.00;  0.783; 273.88;  0.139; 319.67;  0.528; 140.61;  0.385; 139.11;  0.211;  79.33;  0.139; 206.57;  0.375;   8.58;  0.097;  96.54;  0.113; 322.21;  0.034; 271.68;  0.044;  90.00;  0.239; 159.67;  0.924; 147.46;  0.052; 239.98;  0.709;  38.76;  0.646;  43.93;  0.883; 196.71;  0.858; 308.66;
3/4/2022 18:44:52; 13.2; 97.2; -0.2; -1.6;  0.653; 21.55;    0;    0;  0.253;  90.00;  0.022; 125.84;  0.125; 183.21;  0.508; 131.97;  0.077;  95.19;  0.473; 349.52;  0.310; 337.41;  0.072;  26.21;  0.181; 350.43;  0.276; 271.66;  0.077; 293.59;  0.186; 107.85;  0.481; 330.34;  0.089; 311.37;  0.071;   6.43;  0.229; 269.25;  0.990;  61.86;  0.174;   9.95;  0.157;  60.98;
3/4/2022 18:44:53; 13.2; 97.1; -0.2; -1.6;  0.649; 21.54;    0;    0;  0.001; 270.00;  0.327; 105.99;  0.112;   6.17;  0.023;  74.74;  0.462; 134.56;  0.305; 161.45;  0.114; 139.62;  1.124; 356.84;  0.094; 256.41;  0.135;  64.96;  0.142;  32.91;  0.117;  76.20;  0.456; 144.18;  0.275; 139.13;  0.144;  66.64;  0.610;  30.90;  0.942; 253.72;  0.954; 238.59;  0.322; 228.90;
3/4/2022 18:44:53; 13.2; 97.1; -0.2; -1.6;  0.650; 21.55;    0;    0;  0.511; 210.08;  0.584; 273.83;  0.070;  13.24;  0.098; 330.04;  0.593; 331.92;  0.260; 309.38;  0.141; 323.05;  1.025;  30.22;  0.230; 142.58;  0.220;  87.92;  0.038; 164.88;  0.044;  11.82;  0.210; 290.68;  0.787; 151.71;  0.408; 189.60;  0.612; 223.74;  0.012;  14.04;  0.499; 218.25;  0.921; 302.36;
3/4/2022 18:44:54; 13.2; 97.1; -0.2; -1.6;  0.651; 21.55;    0;    0;  0.508;  30.00;  0.475; 284.01;  0.043; 255.32;  0.140; 301.88;  0.243; 276.63;  0.621; 149.97;  0.245; 343.64;  0.888;  77.39;  0.600; 146.97;  0.131; 340.87;  0.069; 336.80;  0.084; 253.50;  0.173; 123.41;  0.364; 149.28;  1.085; 323.77;  0.142;  21.88;  0.886; 236.36;  0.824; 207.47;  1.041;  45.16;
3/4/2022 18:44:54; 13.2; 97.2; -0.2; -1.6;  0.652; 21.55;    0;    0;  0.122;  29.92;  0.389; 162.96;  0.279; 195.58;  0.130;  69.75;  0.853; 329.80;  0.274; 348.20;  0.848; 277.80;  0.208; 354.76;  0.110; 184.16;  0.173; 337.58;  0.091;   2.52;  0.345;  39.36;  0.123; 243.43;  0.093; 164.48;  0.752; 338.07;  0.720;  89.05;  0.944; 320.63;  0.868; 356.77;  0.374; 277.52;
3/4/2022 18:44:55; 13.2; 97.2; -0.2; -1.5;  0.650; 21.55;    0;    0;  0.508;  90.00;  0.350; 110.04;  0.184; 302.14;  0.179; 240.85;  0.996; 319.32;  0.592; 331.88;  0.826; 159.81;  0.997; 152.28;  0.031; 202.48;  0.335; 317.78;  0.109;  56.60;  0.076;  41.26;  0.022;  84.81;  0.670;  27.25;  0.709; 215.71;  1.055; 264.89;  0.153;  33.27;  1.335; 123.57;  0.168; 268.30;
3/4/2022 18:44:55; 13.2; 97.1; -0.1; -1.5;  0.651; 21.55;    0;    0;  1.166; 139.17;  0.174; 209.95;  0.056; 251.24;  0.066; 191.31;  0.147; 157.98;  0.157; 124.90;  0.143; 335.59;  0.532; 309.97;  0.228;  93.51;  0.431; 146.83;  0.047; 242.35;  0.065; 278.88;  0.031;  52.77;  0.045;   3.81;  0.465;  43.26;  0.950;  16.51;  0.852;  97.35;  0.345; 251.93;  0.418;  83.27;
3/4/2022 18:44:56; 13.2; 97.1; -0.2; -1.6;  0.651; 21.54;    0;    0;  0.355; 308.13;  0.324;  21.57;  0.090; 165.81;  0.153; 275.64;  0.124;  71.13;  0.437; 322.16;  0.546;  28.82;  0.444; 141.40;  0.077;  22.22;  0.362; 286.68;  0.063;   1.82;  0.694;  84.71;  0.233;  85.07;  0.081;  30.36;  0.076;  92.26;  0.522; 339.83;  0.619;  33.12;  0.810; 264.69;  0.507; 196.15;
3/4/2022 18:44:56; 13.2; 97.1; -0.2; -1.6;  0.649; 21.55;    0;    0;  1.020;  23.27;  0.281;  32.50;  0.014;  24.78;  0.146; 155.72;  0.137; 241.76;  0.238; 149.45;  0.132;  44.38;  0.183; 265.60;  1.037; 350.51;  0.137; 158.12;  0.071;  63.07;  0.233;  91.72;  0.208;  91.93;  0.031; 333.43;  0.005; 338.20;  0.069; 344.96;  0.304; 206.14;  1.184; 153.52;  1.312; 330.76;
3/4/2022 18:44:57; 13.2; 97.2; -0.2; -1.5;  0.649; 21.55;    0;    0;  0.173;  58.98;  0.373; 135.98;  0.128; 283.60;  0.158; 186.90;  0.457; 242.09;  0.255; 327.99;  0.114; 320.00;  0.292; 340.57;  0.416;  39.05;  0.200;  25.16;  0.164; 329.52;  0.028; 104.53;  0.142;  81.93;  0.161; 140.29;  0.153; 116.40;  0.400; 284.18;  0.257; 118.06;  0.341;  92.35;  0.196; 223.14;
3/4/2022 18:44:57; 13.2; 97.1; -0.2; -1.5;  0.650; 21.55;    0;    0;  0.358; 348.22;  0.244;  89.53;  0.067; 245.34;  0.323;  70.44;  0.408; 192.88;  0.179;   0.00;  0.174; 158.01;  0.137; 332.12;  0.719; 135.96;  0.850; 341.97;  0.231; 212.45;  0.124;  28.43;  0.075; 222.84;  0.113;  49.29;  0.127; 243.23;  1.145;  79.69;  0.594; 205.31;  0.815; 238.40;  0.240; 152.69;
3/4/2022 18:44:58; 13.2; 97.2; -0.2; -1.6;  0.651; 21.55;    0;    0;  0.218; 251.81;  0.254; 177.07;  0.678; 279.50;  0.209; 125.06;  0.081;  15.75;  0.180; 345.50;  0.258; 154.53;  0.009; 305.54;  0.210; 327.07;  0.383;  82.65;  0.311; 311.22;  0.130; 167.14;  0.017; 125.54;  0.344; 204.03;  0.039;  57.53;  0.318; 249.97;  0.703; 101.74;  0.361; 347.20;  0.184; 349.06;
3/4/2022 18:44:58; 13.2; 97.2; -0.2; -1.6;  0.651; 21.55;    0;    0;  1.669;   2.06;  0.050; 125.27;  0.262; 266.05;  0.067;  86.58;  0.972; 101.15;  0.090; 241.44;  0.127; 265.95;  0.032; 145.30;  0.153; 153.94;  0.295; 178.25;  0.137; 144.80;  0.301;  17.17;  0.053; 210.41;  0.012; 114.44;  0.215; 212.29;  0.350; 114.81;  1.066; 274.25;  0.468;  18.32;  0.735;  48.20;
3/4/2022 18:44:59; 13.2; 97.2; -0.2; -1.6;  0.651; 21.54;    0;    0;  0.732; 305.38;  0.180; 135.45;  0.456;  92.77;  0.117; 349.17;  0.408; 252.59;  0.060; 161.57;  1.000; 330.92;  0.183;  37.24;  0.036; 223.88;  0.213; 324.96;  0.419; 339.01;  0.176;  50.78;  0.218;  93.67;  0.025;  41.82;  0.077; 208.55;  0.248; 100.22;  0.439; 198.72;  0.060;  88.09;  1.004;  56.29;
3/4/2022 18:44:59; 13.2; 97.1; -0.2; -1.6;  0.650; 21.55;    0;    0;  0.633; 167.32;  0.489; 193.47;  0.597; 255.64;  0.161; 313.74;  0.597; 210.17;  0.068; 155.70;  0.068; 265.79;  0.273; 102.26;  0.059; 284.74;  0.156; 132.15;  0.062;  29.86;  0.075; 250.60;  0.065; 170.25;  0.392; 208.33;  0.527; 209.92;  0.016;  75.96;  0.448; 218.48;  0.131; 218.80;  0.668;  49.85;
3/4/2022 18:45:00; 13.2; 97.1; -0.2; -1.5;  0.651; 21.55;    0;    0;  0.440;   0.00;  0.525;  38.42;  0.038;  88.49;  0.209; 155.76;  0.082; 359.30;  0.073; 335.88;  0.477; 169.37;  0.584; 128.68;  0.229; 192.34;  0.224; 226.63;  0.287; 335.49;  0.053; 113.20;  0.641; 143.06;  0.048; 148.63;  0.445; 197.78;  1.002;  30.87;  0.215; 173.04;  0.071; 280.52;  0.928; 233.72;
3/4/2022 18:45:00; 13.2; 97.1; -0.2; -1.6;  0.650; 21.55;    0;    0;  0.253;  29.91;  0.350; 317.32;  0.318; 216.19;  0.094; 108.05;  0.674;  83.87;  0.111; 187.25;  0.088; 149.37;  0.352; 157.59;  0.371; 337.02;  0.265; 308.42;  0.308; 329.36;  0.548; 329.04;  0.120; 319.40;  0.028;  96.12;  0.047; 250.02;  0.209;  36.65;  0.765;  93.07;  0.148; 109.78;  0.240;  45.85;
3/4/2022 18:45:01; 13.2; 97.1; -0.2; -1.6;  0.651; 21.55;    0;    0;  0.509; 210.04;  1.281; 122.80;  0.841; 354.20;  0.103;  34.31;  0.055; 117.95;  0.110; 174.81;  0.368; 153.37;  0.566; 143.19;  0.793;  32.75;  0.052; 176.70;  0.286;  21.10;  0.200; 329.33;  0.116; 327.00;  0.127;   6.34;  0.160;  88.57;  0.014;  98.13;  0.256; 269.33;  0.389; 228.44;  0.959; 341.53;
3/4/2022 18:45:01; 13.2; 97.1; -0.1; -1.6;  0.651; 21.55;    0;    0;  0.001; 270.00;  0.366; 228.65;  0.103; 146.93;  0.098;  99.37;  0.216; 282.30;  0.065; 244.61;  0.785; 326.69;  0.806; 337.22;  0.952; 211.77;  0.523; 342.78;  0.190; 222.44;  0.427; 146.09;  0.246; 330.00;  0.491; 326.37;  0.304; 120.70;  0.173;  79.67;  0.408;  58.53;  0.089;  32.07;  0.079; 228.61;
