DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.130m);Dir#1(0.130m);Speed#2(0.160m);Dir#2(0.160m);Speed#3(0.190m);Dir#3(0.190m);Speed#4(0.220m);Dir#4(0.220m);Speed#5(0.250m);Dir#5(0.250m);Speed#6(0.280m);Dir#6(0.280m);Speed#7(0.310m);Dir#7(0.310m);Speed#8(0.340m);Dir#8(0.340m);Speed#9(0.370m);Dir#9(0.370m);Speed#10(0.400m);Dir#10(0.400m);Speed#11(0.430m);Dir#11(0.430m);Speed#12(0.460m);Dir#12(0.460m);Speed#13(0.490m);Dir#13(0.490m);Speed#14(0.520m);Dir#14(0.520m);Speed#15(0.550m);Dir#15(0.550m);Speed#16(0.580m);Dir#16(0.580m);Speed#17(0.610m);Dir#17(0.610m);Speed#18(0.640m);Dir#18(0.640m);Speed#19(0.670m);Dir#19(0.670m);Speed#20(0.700m);Dir#20(0.700m);Speed#21(0.730m);Dir#21(0.730m);Speed#22(0.760m);Dir#22(0.760m);Speed#23(0.790m);Dir#23(0.790m);Speed#24(0.820m);Dir#24(0.820m);Speed#25(0.850m);Dir#25(0.850m);Speed#26(0.880m);Dir#26(0.880m);Speed#27(0.910m);Dir#27(0.910m);Speed#28(0.940m);Dir#28(0.940m);Speed#29(0.970m);Dir#29(0.970m);
3/4/2022 19:08:30; 14.8; 47.3; -0.6; -3.7;  0.456; 21.57;    0;    0; 0.1699;  57.77; 0.1926; 229.23; 0.0112; 305.95; 0.0140; 156.00; 0.0221; 187.54; 0.0157; 226.55; 0.0143; 214.47; 0.0139; 147.34; 0.0194; 171.70; 0.0099; 169.49; 0.0164; 247.03; 0.0146; 262.92; 0.0338; 274.92; 0.0097; 133.75; 0.0160;  47.53; 0.0976; 237.81; 0.1090;  46.15; 0.1247;  30.29; 0.1137; 337.61; 0.0148; 245.68; 0.0143; 264.77; 0.0310; 197.85; 0.0126; 227.57; 0.0130; 270.00; 0.0189; 317.36; 0.0331; 170.25; 0.0330; 142.75; 0.0130; 215.64; 0.0128; 255.53;
3/4/2022 19:08:31; 14.8; 47.2; -0.6; -3.8;  0.456; 21.57;    0;    0; 0.0373; 161.37; 0.1845; 232.42; 0.0391;  20.98; 0.0250;  70.33; 0.0111; 184.64; 0.0190; 121.69; 0.0096; 195.78; 0.0142; 159.78; 0.0148; 135.00; 0.0160; 140.33; 0.0154; 245.92; 0.0059; 194.74; 0.0122; 239.44; 0.0112;  65.73; 0.0611;  72.07; 0.1607; 219.50; 0.1864; 221.74; 0.0920;  19.42; 0.2029; 197.97; 0.0581; 164.43; 0.0215; 142.38; 0.0209; 141.60; 0.0154; 107.38; 0.0089;  65.45; 0.0340;   7.61; 0.0245; 135.50; 0.0256;  66.54; 0.0643;  73.28; 0.0259; 164.30;
3/4/2022 19:08:32; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.1012;  64.17; 0.1545; 237.94; 0.1617; 235.33; 0.0346;  55.85; 0.0261; 160.52; 0.0110; 347.98; 0.0116; 350.54; 0.0048;  52.65; 0.0107; 158.00; 0.0073; 188.69; 0.0087; 269.34; 0.0138; 269.58; 0.0311; 294.50; 0.0065; 284.25; 0.1072; 241.47; 0.0795; 201.08; 0.0138; 246.96; 0.0258; 355.99; 0.1806;   0.19; 0.0495; 166.08; 0.0353; 179.19; 0.0244; 178.12; 0.0014; 184.09; 0.0042; 256.29; 0.0275; 177.50; 0.0326; 178.95; 0.0226; 313.57; 0.0405; 256.14; 0.0116; 254.05;
3/4/2022 19:08:33; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0355;  18.54; 0.0340;  11.01; 0.0114; 348.89; 0.0050; 342.65; 0.0056; 206.57; 0.0697;  56.58; 0.0466;  51.09; 0.0091; 213.34; 0.0113; 144.34; 0.0195; 129.81; 0.0069;  86.68; 0.0067; 218.93; 0.0095; 241.82; 0.0079; 128.32; 0.0262;  42.99; 0.0191; 125.61; 0.0868; 223.93; 0.0765;  20.83; 0.0663;  53.65; 0.0190; 165.09; 0.0073;  78.07; 0.0112;  71.73; 0.0126; 101.40; 0.0097;  89.41; 0.0104;  58.75; 0.0469;   9.94; 0.0288;  24.43; 0.0365;  16.70; 0.0368; 151.07;
3/4/2022 19:08:34; 14.8; 47.2; -0.5; -3.7;  0.455; 21.57;    0;    0; 0.0380; 224.79; 0.0388; 185.92; 0.0271; 171.51; 0.0487; 156.54; 0.0260; 124.97; 0.0307;  73.75; 0.0306; 211.35; 0.0048; 210.34; 0.0062; 209.86; 0.0185; 142.26; 0.0139; 218.60; 0.0191; 232.65; 0.0105;   7.13; 0.0445; 230.01; 0.0197; 303.21; 0.0296; 160.28; 0.0214;  26.09; 0.0113; 217.79; 0.1676; 331.14; 0.1365; 341.06; 0.0090; 271.27; 0.0275; 189.43; 0.0119; 254.45; 0.0203; 312.81; 0.0536; 335.40; 0.0095; 307.72; 0.0023;  46.74; 0.0563; 142.21; 0.0212; 222.33;
3/4/2022 19:08:35; 14.8; 47.2; -0.6; -3.8;  0.457; 21.57;    0;    0; 0.0224; 139.70; 0.0256; 312.15; 0.0001; 180.00; 0.0254; 174.58; 0.0235; 200.90; 0.0572; 209.74; 0.0351; 136.85; 0.0437;  48.90; 0.0069; 120.68; 0.0219; 125.51; 0.0059; 153.87; 0.0072; 320.60; 0.0434; 257.34; 0.0522; 230.60; 0.0429;  99.53; 0.0934; 235.43; 0.0818; 226.34; 0.0623; 177.33; 0.1829; 231.37; 0.0338;  16.83; 0.0120; 353.29; 0.0278; 147.80; 0.0120;  70.51; 0.0127;  21.30; 0.0058;  49.18; 0.0224;  24.85; 0.0512;   8.30; 0.0217; 160.90; 0.0286; 325.70;
3/4/2022 19:08:36; 14.8; 47.2; -0.6; -3.7;  0.458; 21.57;    0;    0; 0.0132; 288.16; 0.0066;  17.61; 0.0239; 101.36; 0.0119; 151.50; 0.0254;  97.91; 0.0366; 238.39; 0.0383; 174.75; 0.0357; 201.68; 0.0156; 117.88; 0.0308; 119.98; 0.0169; 176.95; 0.0067; 223.19; 0.0347;  83.88; 0.0357;  40.91; 0.1273;  53.53; 0.1545;  52.07; 0.0580; 228.64; 0.1533;   4.49; 0.0487;  98.03; 0.0102; 276.78; 0.0245; 177.66; 0.0054; 338.20; 0.0073; 187.13; 0.0076; 198.43; 0.0096; 175.24; 0.0043;  37.41; 0.0074; 103.28; 0.0184;  94.04; 0.0400; 196.71;
3/4/2022 19:08:37; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0468;  91.59; 0.0645;  36.99; 0.0467; 297.66; 0.0157; 154.25; 0.0070; 162.60; 0.0172; 269.33; 0.0240; 172.82; 0.0292; 132.09; 0.0172; 186.67; 0.0184;  27.54; 0.0066; 239.93; 0.0077; 338.75; 0.0182; 252.46; 0.0560;  28.35; 0.0268; 186.65; 0.2649;  66.39; 0.0646;  31.77; 0.1321; 211.91; 0.0336;   7.70; 0.0251; 192.88; 0.0139; 310.91; 0.0120; 342.02; 0.0079; 344.55; 0.0068; 318.58; 0.0582; 345.27; 0.0415; 347.91; 0.0065; 302.47; 0.0618; 345.56; 0.0259; 212.22;
3/4/2022 19:08:38; 14.8; 47.3; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0331; 100.80; 0.1342; 229.65; 0.0364; 208.40; 0.0144; 233.45; 0.0217; 185.29; 0.0090; 150.57; 0.0066; 120.07; 0.0116;  73.92; 0.0210; 192.38; 0.0119; 168.41; 0.0187; 193.96; 0.0236; 226.37; 0.0538;  87.23; 0.0125; 232.13; 0.0727;  55.59; 0.0919; 261.81; 0.1066; 225.61; 0.1102; 142.70; 0.1324; 353.71; 0.0213; 162.76; 0.0301; 167.91; 0.0416; 166.53; 0.0138; 151.95; 0.0205; 167.32; 0.0160; 165.18; 0.0139;  17.13; 0.0447; 160.96; 0.0415; 153.06; 0.0324;  36.98;
3/4/2022 19:08:39; 14.8; 47.2; -0.6; -3.8;  0.459; 21.57;    0;    0; 0.0191;  93.30; 0.1928; 225.76; 0.0847;  43.37; 0.0447; 237.41; 0.0124;  85.85; 0.0090; 119.43; 0.0204; 329.42; 0.0075; 201.09; 0.0191; 102.72; 0.0090;  93.81; 0.0072; 296.21; 0.0095; 292.80; 0.0594; 239.12; 0.0250; 265.87; 0.0331;  31.53; 0.0846; 123.18; 0.1499; 233.38; 0.0920; 232.91; 0.0729; 241.75; 0.0158; 295.10; 0.0019; 348.11; 0.0015;  31.61; 0.0067;  10.30; 0.0117; 337.83; 0.0973; 347.23; 0.0229; 359.00; 0.0067;  49.21; 0.0261;  64.61; 0.0249; 144.46;
3/4/2022 19:08:40; 14.8; 47.0; -0.6; -3.7;  0.456; 21.57;    0;    0; 0.0294; 279.97; 0.0308; 238.69; 0.0403;   5.55; 0.0430; 226.32; 0.0028; 171.87; 0.0061;  19.03; 0.0079; 149.53; 0.0134;  67.64; 0.0176; 150.38; 0.0171; 125.73; 0.0112; 148.86; 0.0177;  69.52; 0.0204; 164.94; 0.0304; 240.65; 0.0412;  34.62; 0.0993;  65.55; 0.0919;  57.04; 0.2028; 180.08; 0.0983; 200.24; 0.0400; 148.82; 0.0127; 139.15; 0.0115; 121.90; 0.0143; 135.57; 0.0075; 124.74; 0.0049; 113.96; 0.0143;  69.54; 0.0053;  81.25; 0.0105; 158.30; 0.0360;  29.98;
3/4/2022 19:08:41; 14.8; 47.1; -0.6; -3.7;  0.458; 21.57;    0;    0; 0.0540; 257.71; 0.0211; 256.29; 0.2255; 237.81; 0.0228; 277.06; 0.0052;  73.30; 0.0119;  70.35; 0.0041; 247.17; 0.0080;  35.29; 0.0147; 133.90; 0.0295; 124.93; 0.0055; 332.97; 0.0132; 263.90; 0.0134; 280.30; 0.0159;  22.54; 0.0188; 277.96; 0.0386; 239.52; 0.1695; 234.17; 0.1165; 303.66; 0.0929; 341.29; 0.0239; 142.13; 0.0070; 220.96; 0.0011;  68.20; 0.0030;  19.65; 0.0229; 332.99; 0.0206; 321.69; 0.0066; 188.75; 0.0285; 178.79; 0.0995;  33.27; 0.0407; 201.78;
3/4/2022 19:08:42; 14.8; 47.1; -0.6; -3.8;  0.453; 21.57;    0;    0; 0.0173; 184.65; 0.0472;  97.91; 0.0542; 251.83; 0.0834; 239.84; 0.0208; 127.20; 0.0130; 154.03; 0.0148; 220.05; 0.0070; 160.02; 0.0163; 133.76; 0.0248; 126.96; 0.0098; 112.89; 0.0136; 213.92; 0.0209; 223.25; 0.1228;  51.41; 0.0125;  51.84; 0.0733;  73.20; 0.1024; 219.77; 0.1155;  55.80; 0.0434; 192.79; 0.0050; 125.27; 0.0069; 167.38; 0.0108; 151.31; 0.0116; 156.54; 0.0030;   9.46; 0.0158; 155.38; 0.0237; 157.97; 0.0224; 152.06; 0.0597; 344.45; 0.0363; 229.91;
3/4/2022 19:08:43; 14.8; 47.2; -0.6; -3.7;  0.458; 21.57;    0;    0; 0.0449; 231.24; 0.0448; 228.53; 0.0208; 260.86; 0.0159; 286.84; 0.0179;  94.82; 0.0233; 342.81; 0.0219; 235.44; 0.0115; 220.76; 0.0062; 135.66; 0.0265; 101.31; 0.0052;  26.08; 0.0102; 309.45; 0.0153; 339.31; 0.1775; 220.77; 0.0321; 274.82; 0.1017; 245.00; 0.1308; 226.02; 0.0854; 262.94; 0.1787; 165.71; 0.0263; 317.77; 0.0155; 169.56; 0.0108; 356.29; 0.0081; 130.99; 0.0078; 318.12; 0.0150; 320.68; 0.0017;   3.37; 0.0109;  53.97; 0.0407; 187.63; 0.0338; 246.09;
3/4/2022 19:08:44; 14.8; 47.2; -0.5; -3.8;  0.457; 21.57;    0;    0; 0.0208; 214.22; 0.0491; 260.27; 0.0373; 202.86; 0.0538;  49.29; 0.0422;  66.23; 0.0279;  68.96; 0.0128;  69.86; 0.0243; 228.50; 0.0201; 128.75; 0.0322;  94.28; 0.0212;  51.51; 0.0050;  38.48; 0.0110; 239.48; 0.0092; 243.43; 0.0149; 184.60; 0.0358; 248.73; 0.1239; 219.37; 0.1389;  49.56; 0.0775; 358.82; 0.0276; 160.51; 0.0199; 144.40; 0.0064; 100.78; 0.0084;  74.80; 0.0088;  45.46; 0.0401; 359.57; 0.0085;  69.21; 0.0135;  71.43; 0.0460; 211.13; 0.1019; 175.21;
3/4/2022 19:08:45; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0238; 166.66; 0.0531; 308.81; 0.2074; 114.04; 0.0804; 216.76; 0.0063; 101.84; 0.0194; 225.42; 0.0200; 158.94; 0.0324;  47.75; 0.0149; 149.30; 0.0077; 168.84; 0.0098; 221.68; 0.0096; 263.40; 0.0199; 266.26; 0.0289; 270.79; 0.0914; 230.68; 0.1473;  52.28; 0.0098; 323.71; 0.0332; 156.98; 0.0650; 168.91; 0.1154; 174.63; 0.0279; 180.82; 0.0077; 287.49; 0.0102; 201.28; 0.0096; 262.21; 0.1015; 342.64; 0.0283; 178.58; 0.0265; 155.75; 0.0239; 161.49; 0.0443; 221.06;
3/4/2022 19:08:46; 14.8; 47.2; -0.5; -3.7;  0.454; 21.58;    0;    0; 0.0252;  97.52; 0.0944; 204.86; 0.0188;  19.59; 0.0031; 238.39; 0.0180; 317.02; 0.0087; 229.69; 0.0054; 119.88; 0.0090; 173.59; 0.0121; 116.99; 0.0127; 113.73; 0.0195; 226.25; 0.0092; 210.75; 0.0157;  26.08; 0.0358;  99.49; 0.0178; 123.51; 0.1920;  47.60; 0.0468; 170.90; 0.0091;  82.41; 0.0217; 296.57; 0.1311; 341.14; 0.0361; 165.73; 0.0183; 154.70; 0.0109; 127.18; 0.0057;  11.11; 0.0080;  17.53; 0.0767; 354.31; 0.0357;  27.35; 0.0286;  69.54; 0.0186;   5.25;
3/4/2022 19:08:47; 14.8; 47.1; -0.6; -3.8;  0.458; 21.57;    0;    0; 0.0185; 121.71; 0.0246; 227.30; 0.0827; 243.81; 0.0377; 255.56; 0.0112; 203.60; 0.0148; 212.83; 0.0023;  74.74; 0.0107; 223.86; 0.0138; 115.27; 0.0254; 119.80; 0.0049; 159.72; 0.0208; 256.36; 0.0133; 237.86; 0.0124; 222.06; 0.0084; 346.95; 0.1120;  55.29; 0.0593;  42.20; 0.0127;  35.70; 0.0043; 239.26; 0.0479; 323.92; 0.0141; 328.34; 0.0232; 171.07; 0.0060; 235.78; 0.0095; 255.38; 0.0291; 183.95; 0.0198; 348.92; 0.0417; 339.04; 0.0230; 106.94; 0.0248; 185.32;
3/4/2022 19:08:48; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0221;  97.80; 0.0159;  79.89; 0.0615; 261.01; 0.0348; 103.64; 0.0104; 102.17; 0.0045; 254.41; 0.0115; 146.73; 0.0115; 213.69; 0.0151; 129.37; 0.0193; 128.47; 0.0201; 255.89; 0.0108; 311.99; 0.0121; 326.84; 0.0039; 318.12; 0.0205; 277.85; 0.0147; 300.56; 0.0418; 220.05; 0.0949;  53.14; 0.0295; 165.26; 0.0146; 201.29; 0.0041; 131.05; 0.0192; 159.86; 0.0055;  12.53; 0.0109; 344.56; 0.0618; 170.03; 0.0010;  16.70; 0.0074;  42.27; 0.0379; 355.16; 0.0342; 244.93;
3/4/2022 19:08:49; 14.8; 47.2; -0.6; -3.8;  0.456; 21.57;    0;    0; 0.0187; 103.96; 0.0285; 202.51; 0.1684;  74.85; 0.0239; 163.69; 0.0146; 141.40; 0.0008;  82.87; 0.0127;  92.25; 0.0108; 226.87; 0.0242; 201.36; 0.0078; 100.30; 0.0555; 228.65; 0.0217; 262.06; 0.0113; 252.53; 0.0085; 252.20; 0.0136; 335.14; 0.0319; 302.84; 0.0073; 326.09; 0.0596;  64.34; 0.0430; 226.88; 0.0364; 191.90; 0.0118; 321.19; 0.0129; 307.14; 0.0024; 170.54; 0.0070; 234.27; 0.0435; 177.50; 0.0258; 339.60; 0.0374; 333.30; 0.0279; 354.25; 0.0171; 228.56;
3/4/2022 19:08:50; 14.8; 47.3; -0.6; -3.7;  0.458; 21.57;    0;    0; 0.0168; 209.62; 0.1010; 216.87; 0.0964; 229.80; 0.0247; 108.43; 0.0089; 141.84; 0.0371;  65.30; 0.0129; 190.27; 0.0063; 155.48; 0.0108; 110.12; 0.0128;  93.13; 0.0065; 160.17; 0.0003; 341.57; 0.0115;  54.23; 0.0067; 153.43; 0.0128; 163.26; 0.0316;  90.91; 0.0258; 119.74; 0.0275; 331.29; 0.0172; 191.05; 0.0154; 188.97; 0.0106;  58.85; 0.0074;  82.20; 0.0117;  97.85; 0.0065;  86.48; 0.0084; 112.31; 0.0208; 138.32; 0.0185; 144.68; 0.0232; 162.73; 0.0292;  63.35;
3/4/2022 19:08:51; 14.8; 47.2; -0.6; -3.7;  0.455; 21.57;    0;    0; 0.1267; 224.62; 0.0663;  47.94; 0.0819; 229.85; 0.0120; 340.06; 0.0168; 152.37; 0.0568; 222.65; 0.0014; 120.26; 0.0049; 132.51; 0.0275; 123.86; 0.0258; 101.83; 0.0168; 264.87; 0.0147; 326.96; 0.0080; 224.49; 0.0104; 254.89; 0.0109; 240.39; 0.0314; 238.13; 0.0124;  58.88; 0.0078; 255.07; 0.0536; 301.50; 0.0175; 231.49; 0.0160; 347.01; 0.0051; 354.40; 0.0111; 109.41; 0.0084; 351.77; 0.0148; 178.84; 0.0170; 155.25; 0.0027;   0.00; 0.0362;  12.77; 0.0349; 142.57;
3/4/2022 19:08:52; 14.8; 47.2; -0.5; -3.7;  0.457; 21.57;    0;    0; 0.0107; 237.20; 0.0237;  62.89; 0.0226;  50.75; 0.0134; 225.91; 0.0143; 178.80; 0.0418; 178.77; 0.0112;  60.70; 0.0045; 149.47; 0.0241; 151.73; 0.0246; 157.81; 0.0083; 320.37; 0.0065; 270.00; 0.0189; 238.41; 0.0141;  97.33; 0.0196; 112.78; 0.0185; 182.48; 0.0285; 186.85; 0.0824; 182.37; 0.0304; 102.71; 0.0193; 142.36; 0.0199; 159.75; 0.0013; 188.75; 0.0050; 138.27; 0.0129; 336.80; 0.0313; 343.13; 0.0135; 156.47; 0.0137; 121.83; 0.0178; 179.03; 0.1272; 168.76;
3/4/2022 19:08:53; 14.8; 47.0; -0.6; -3.8;  0.455; 21.57;    0;    0; 0.0765;  60.22; 0.0643; 237.25; 0.1601; 228.32; 0.0180; 247.14; 0.0090; 266.82; 0.0068; 214.16; 0.0065; 250.17; 0.0065;  51.20; 0.0148; 152.22; 0.0185; 111.86; 0.0184; 353.76; 0.0050; 324.73; 0.0382;  42.34; 0.0091;  14.04; 0.0022;   5.19; 0.0434; 237.99; 0.0742;  39.48; 0.1974;   8.62; 0.1329; 154.51; 0.0434;   9.42; 0.0018;  45.00; 0.0410; 173.41; 0.0066; 172.12; 0.0063; 277.35; 0.0066; 167.66; 0.0124; 332.20; 0.0277; 345.56; 0.0144; 252.57; 0.0316; 275.08;
3/4/2022 19:08:54; 14.8; 47.2; -0.6; -3.7;  0.456; 21.58;    0;    0; 0.0279; 359.38; 0.0245;  68.68; 0.0234; 309.81; 0.0155; 272.59; 0.0111; 196.16; 0.0084; 354.56; 0.0137; 236.31; 0.0130;  52.51; 0.0178; 136.60; 0.0148;  90.39; 0.0138; 327.46; 0.0021;  46.97; 0.0272; 237.48; 0.0105; 102.06; 0.0114; 325.75; 0.0538;  36.23; 0.0415;  58.92; 0.1299;  53.10; 0.0758;  27.58; 0.0060; 288.43; 0.0048;  77.99; 0.0100; 185.14; 0.0039;  55.49; 0.0214; 344.02; 0.0024; 308.29; 0.0093;   4.92; 0.0061; 188.53; 0.0153; 232.98; 0.0320; 224.11;
3/4/2022 19:08:55; 14.8; 47.2; -0.6; -3.8;  0.457; 21.57;    0;    0; 0.0178;  87.75; 0.0388;  63.70; 0.0520; 243.39; 0.0188; 305.71; 0.0170; 256.37; 0.0215;  41.04; 0.0320; 214.93; 0.0106;  92.16; 0.0240; 152.47; 0.0193;  66.10; 0.0169;  23.38; 0.0127;  35.70; 0.0373;  67.14; 0.0399; 234.48; 0.0104; 157.89; 0.0400;  75.51; 0.0492;  69.28; 0.0485; 141.95; 0.0751; 168.48; 0.0252; 182.95; 0.0163;  27.04; 0.0376; 350.51; 0.0105;  83.42; 0.0022; 236.31; 0.0109; 339.57; 0.0271; 161.70; 0.0074; 278.57; 0.0152; 180.00; 0.0035;  25.11;
3/4/2022 19:08:56; 14.8; 47.2; -0.6; -3.8;  0.457; 21.57;    0;    0; 0.0197; 226.03; 0.0375;  82.95; 0.0657;  71.54; 0.0252;  86.35; 0.0084; 185.44; 0.0110; 232.40; 0.0633; 222.76; 0.0093; 112.15; 0.0221; 150.77; 0.0201; 115.67; 0.0232; 340.40; 0.0096;  43.32; 0.0502;  67.52; 0.0055; 143.13; 0.0183; 260.59; 0.0058;  30.11; 0.1841;  51.19; 0.1642; 228.04; 0.0323; 316.26; 0.0275; 127.45; 0.0091; 100.81; 0.0249; 173.79; 0.0060; 124.76; 0.0033; 220.03; 0.0210; 157.59; 0.0100; 141.07; 0.0599; 165.01; 0.0093;  20.19; 0.0039; 121.22;
3/4/2022 19:08:57; 14.8; 47.3; -0.6; -3.8;  0.455; 21.58;    0;    0; 0.1655; 221.79; 0.1006;  39.51; 0.0270; 214.45; 0.0362; 118.33; 0.0377; 193.48; 0.0076; 257.80; 0.0616; 226.91; 0.0150;  67.20; 0.0242; 123.56; 0.0277;  98.71; 0.0249;  42.40; 0.0177; 103.41; 0.0359; 267.93; 0.0549; 275.33; 0.0323; 242.56; 0.0225; 177.20; 0.0676;  63.09; 0.0252; 119.72; 0.0489;  47.73; 0.0531; 163.03; 0.0088;  17.82; 0.0071;  88.39; 0.0134; 107.76; 0.0100;  15.00; 0.0073; 145.01; 0.0268;   2.35; 0.0241; 114.01; 0.0177; 165.57; 0.0379; 175.76;
3/4/2022 19:08:58; 14.8; 47.2; -0.6; -3.8;  0.458; 21.57;    0;    0; 0.0031;  13.13; 0.0386; 251.89; 0.1518; 256.79; 0.0282; 155.89; 0.0508; 182.14; 0.0751; 213.99; 0.0364;  50.46; 0.0074;  83.83; 0.0158; 136.80; 0.0199;  66.01; 0.0160;  25.92; 0.0074;  75.22; 0.0153;  12.04; 0.0086; 257.25; 0.1331;  55.90; 0.0383; 253.79; 0.0595; 219.68; 0.1057; 255.99; 0.0949; 267.76; 0.0327; 191.10; 0.0071; 170.27; 0.0104; 133.05; 0.0023; 162.35; 0.0045; 195.59; 0.0111; 170.71; 0.0413; 164.11; 0.0046; 127.87; 0.0505; 333.79; 0.0562; 334.26;
3/4/2022 19:08:59; 14.8; 47.2; -0.5; -3.7;  0.456; 21.57;    0;    0; 0.0658; 232.97; 0.1351; 231.92; 0.0877; 287.32; 0.0364; 231.81; 0.0492; 217.57; 0.0556; 207.39; 0.0119; 100.65; 0.0171;  56.68; 0.0146; 119.55; 0.0208;  83.93; 0.0130;  14.25; 0.0099;  64.98; 0.0235;  98.30; 0.0476;  42.10; 0.0600;  74.23; 0.0413;  80.95; 0.0362;  47.58; 0.2168;  36.05; 0.0378; 271.36; 0.0585; 343.30; 0.0116;  28.77; 0.0171;   2.68; 0.0054; 117.51; 0.0106;   7.06; 0.0228; 166.27; 0.0195; 346.32; 0.0345;  19.64; 0.0347; 145.58; 0.0169; 264.22;
3/4/2022 19:09:00; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0956; 219.27; 0.0185; 253.03; 0.0376; 282.59; 0.0158; 147.11; 0.0481; 169.58; 0.0401; 176.42; 0.0429; 186.02; 0.0206; 169.94; 0.0141; 126.63; 0.0246; 116.04; 0.0036;  50.60; 0.0030; 122.62; 0.0191;  58.73; 0.0074;  11.77; 0.0479; 229.66; 0.0073;  51.10; 0.0320;  33.14; 0.0655; 336.92; 0.0392; 183.07; 0.0055;  84.81; 0.0076;  57.36; 0.0010; 203.96; 0.0043; 161.15; 0.0045; 310.46; 0.0694; 169.13; 0.0055;  39.14; 0.0359; 146.35; 0.0056;  92.05; 0.0051;  62.93;
3/4/2022 19:09:01; 14.8; 47.2; -0.6; -3.7;  0.455; 21.58;    0;    0; 0.0980; 226.78; 0.0020; 310.91; 0.0438; 288.64; 0.0905; 108.56; 0.0202; 145.68; 0.0543; 180.21; 0.0548; 187.13; 0.0568; 181.31; 0.0194; 131.66; 0.0247; 106.97; 0.0136;  39.05; 0.0084; 182.05; 0.0201; 209.89; 0.0317;  72.37; 0.0175; 255.41; 0.0445;  50.56; 0.0189;  49.07; 0.0180;   6.06; 0.0318; 176.94; 0.0100;  70.66; 0.0060;  38.96; 0.0009;   0.00; 0.0077;  92.23; 0.0079; 297.22; 0.0463; 174.55; 0.0420; 351.79; 0.0033;  74.29; 0.0262;  90.00; 0.0111; 297.95;
3/4/2022 19:09:02; 14.8; 47.2; -0.6; -3.7;  0.455; 21.57;    0;    0; 0.0299;  84.23; 0.0515; 120.05; 0.0506; 139.57; 0.0399; 138.25; 0.0390; 171.31; 0.0411; 182.23; 0.0468; 181.84; 0.0378; 156.62; 0.0173; 146.31; 0.0187; 133.05; 0.0069;  24.72; 0.0062; 292.83; 0.0090; 200.85; 0.1057; 224.08; 0.1707; 231.75; 0.0363;  37.15; 0.0679;  49.30; 0.2055; 213.69; 0.1829; 173.56; 0.0163; 359.30; 0.0127; 332.22; 0.0102; 320.99; 0.0018;  99.46; 0.0138; 336.04; 0.0284; 334.61; 0.0069; 179.17; 0.0195;   9.46; 0.0398;  80.30; 0.0183;  74.14;
3/4/2022 19:09:03; 14.8; 47.2; -0.6; -3.7;  0.457; 21.57;    0;    0; 0.0316;  62.46; 0.0410;  89.30; 0.0479; 147.87; 0.0378;  78.87; 0.0340; 153.43; 0.0317; 160.08; 0.1139; 212.78; 0.0531; 183.89; 0.0221; 176.89; 0.0035; 160.02; 0.0068; 177.47; 0.0075; 219.02; 0.0030; 346.43; 0.0444; 215.66; 0.0120; 271.43; 0.0396;  26.89; 0.0479;  82.07; 0.1013;  42.48; 0.0670; 356.49; 0.0315; 165.48; 0.0145; 177.24; 0.0283; 157.79; 0.0130; 123.69; 0.0025; 281.31; 0.0107; 209.68; 0.0197; 170.06; 0.0122; 167.22; 0.0106; 116.81; 0.0174;  89.67;
3/4/2022 19:09:04; 14.8; 47.2; -0.6; -3.7;  0.454; 21.57;    0;    0; 0.0110;   4.16; 0.0091; 201.22; 0.1774;  68.37; 0.0338; 244.04; 0.0081;  74.25; 0.0274; 102.67; 0.0442; 210.63; 0.0538;  87.12; 0.0182; 143.26; 0.0139;  43.55; 0.0217;  72.32; 0.0059; 149.53; 0.0013; 225.00; 0.0221; 244.25; 0.0208; 235.17; 0.1768;  45.16; 0.0916;  59.71; 0.0671; 118.86; 0.1126; 172.34; 0.0086;  34.61; 0.0044;  37.65; 0.0179;  18.54; 0.0131; 115.78; 0.0047; 317.56; 0.0106; 190.89; 0.0163; 344.34; 0.0120; 221.28; 0.0287; 225.28; 0.0190; 333.43;
3/4/2022 19:09:05; 14.8; 47.0; -0.6; -3.8;  0.457; 21.58;    0;    0; 0.0320;  51.84; 0.0532;  58.37; 0.0818; 241.12; 0.0135; 164.52; 0.0175;  66.80; 0.0065;  22.62; 0.0229; 205.11; 0.0260; 181.32; 0.0167; 168.96; 0.0122; 145.01; 0.0048; 116.03; 0.0027; 188.43; 0.0100;  70.66; 0.0173; 204.64; 0.0124; 164.05; 0.0121; 157.23; 0.0549; 210.07; 0.2131;  21.87; 0.0320; 252.75; 0.0219; 160.82; 0.0121;  59.85; 0.0171; 102.82; 0.0102;  81.00; 0.0052; 142.03; 0.0021; 207.76; 0.0087; 130.31; 0.0661; 160.93; 0.0177;  94.20; 0.0224; 221.93;
