DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.060m);Dir#1(0.060m);Speed#2(0.070m);Dir#2(0.070m);Speed#3(0.080m);Dir#3(0.080m);Speed#4(0.090m);Dir#4(0.090m);Speed#5(0.100m);Dir#5(0.100m);Speed#6(0.110m);Dir#6(0.110m);Speed#7(0.120m);Dir#7(0.120m);Speed#8(0.130m);Dir#8(0.130m);Speed#9(0.140m);Dir#9(0.140m);Speed#10(0.150m);Dir#10(0.150m);Speed#11(0.160m);Dir#11(0.160m);Speed#12(0.170m);Dir#12(0.170m);Speed#13(0.180m);Dir#13(0.180m);Speed#14(0.190m);Dir#14(0.190m);Speed#15(0.200m);Dir#15(0.200m);Speed#16(0.210m);Dir#16(0.210m);Speed#17(0.220m);Dir#17(0.220m);Speed#18(0.230m);Dir#18(0.230m);Speed#19(0.240m);Dir#19(0.240m);
3/7/2022 18:53:27; 14.8; 48.2; -0.2; -3.5;  0.428; 21.68;    0;    0;  0.247;  92.09;  0.123;  56.31;  0.078; 124.09;  0.089; 283.72;  0.085; 136.91;  0.117; 221.88;  0.274;  32.01;  0.033; 128.93;  0.092; 162.94;  0.359; 317.25;  0.673; 141.39;  0.407;  85.21;  0.183; 288.83;  0.353; 103.25;  0.062; 201.63;  0.471; 325.91;  0.527; 137.31;  0.300; 347.08;  1.370; 295.52;
3/7/2022 18:53:27; 14.8; 48.2; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.278;  81.11;  0.091;  64.00;  0.037; 119.36;  0.041;  15.75;  0.070; 214.59;  0.026; 337.38;  0.035; 226.17;  0.055; 253.20;  0.091; 121.94;  0.183; 180.94;  0.122; 119.51;  0.595; 105.51;  0.373; 249.77;  0.085;  65.56;  0.099; 348.92;  0.259; 314.69;  0.253; 139.64;  0.770; 154.80;  1.439; 314.63;
3/7/2022 18:53:28; 14.8; 48.4; -0.2; -3.4;  0.430; 21.68;    0;    0;  0.766; 193.29;  0.607; 210.07;  0.147; 305.86;  0.081; 116.25;  0.102;  70.50;  0.033; 261.38;  0.037; 345.96;  0.090; 276.41;  0.107; 287.42;  0.155; 337.58;  0.121; 342.62;  0.111; 255.34;  0.337; 282.84;  0.158; 105.00;  0.262; 353.20;  0.039; 121.22;  0.317; 150.77;  0.498; 341.02;  0.583;   6.70;
3/7/2022 18:53:28; 14.8; 48.3; -0.2; -3.4;  0.428; 21.68;    0;    0;  0.830; 194.87;  0.408;  27.88;  0.141;  24.75;  0.103;  39.09;  0.067; 196.53;  0.050; 253.74;  0.109;  45.74;  0.083; 225.97;  0.081; 107.31;  0.040;  16.14;  0.050; 222.58;  0.141;  39.81;  0.185; 288.92;  0.717; 276.08;  0.858; 100.68;  0.204; 112.17;  0.228; 312.16;  0.133; 353.09;  0.476; 148.75;
3/7/2022 18:53:29; 14.8; 48.3; -0.2; -3.5;  0.430; 21.68;    0;    0;  0.245;  86.96;  0.151; 208.43;  0.313; 200.58;  0.061; 348.69;  0.010; 168.69;  0.145; 303.47;  0.041;  83.05;  0.118;  91.46;  0.090;  98.31;  0.059;  44.31;  0.096;  80.44;  0.307;  81.18;  0.080; 317.53;  0.032; 145.30;  0.121; 231.71;  0.176; 245.91;  0.648; 310.75;  0.073; 307.81;  0.176; 204.09;
3/7/2022 18:53:29; 14.8; 48.1; -0.2; -3.5;  0.430; 21.68;    0;    0;  1.147;  40.90;  0.833; 206.84;  0.114;  23.86;  0.024;   0.00;  0.036; 289.44;  0.121; 220.29;  0.145;  80.86;  0.085; 272.69;  0.151;  12.65;  0.210; 214.52;  0.122; 137.66;  0.105; 275.44;  0.074; 341.08;  0.041; 348.69;  0.082; 357.90;  0.154; 323.73;  0.107; 109.62;  0.152; 302.64;  0.769;  22.90;
3/7/2022 18:53:30; 14.8; 48.2; -0.2; -3.5;  0.427; 21.68;    0;    0;  0.942;  43.11;  0.257; 180.67;  0.258; 209.44;  0.164; 228.45;  0.157; 242.62;  0.022; 190.30;  0.093;  45.44;  0.190;  99.41;  0.137; 116.00;  0.167; 171.38;  0.064; 285.33;  0.049; 163.41;  0.171; 203.42;  0.014; 102.09;  0.103; 184.44;  0.078; 272.94;  0.206;  90.00;  0.074; 341.08;  0.794;  27.95;
3/7/2022 18:53:30; 14.8; 48.2; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.575; 188.20;  0.011; 326.31;  0.602;  32.32;  0.065; 270.88;  0.075; 279.21;  0.062; 263.56;  0.217; 279.55;  0.087; 222.67;  0.194; 170.20;  0.128;  21.97;  0.037;  18.92;  0.054; 303.69;  0.140; 295.29;  0.019;  11.89;  0.008;  50.19;  0.054;   3.18;  0.041;  48.95;  0.208;  77.23;  0.527; 349.05;
3/7/2022 18:53:31; 14.8; 48.3; -0.2; -3.5;  0.426; 21.68;    0;    0;  1.183; 242.57;  0.385;   0.00;  0.085;  99.46;  0.020;  36.87;  0.088; 290.71;  0.015; 109.65;  0.008; 230.19;  0.106;  64.89;  0.122; 267.65;  0.009; 249.44;  0.114; 350.95;  0.079;   6.58;  0.143;  37.59;  0.014; 140.71;  0.065;  61.46;  0.259; 266.01;  0.427; 117.16;  0.112;  76.09;  0.783; 272.56;
3/7/2022 18:53:31; 14.8; 48.5; -0.2; -3.4;  0.427; 21.68;    0;    0;  1.091; 263.32;  0.416;  90.69;  0.084; 307.28;  0.022; 335.77;  0.053;  79.11;  0.060; 259.44;  0.133; 139.86;  0.121; 280.94;  0.165; 353.05;  0.090;  54.02;  0.209;  36.65;  0.026; 188.75;  0.104;  39.52;  0.014;  65.22;  0.070; 334.54;  0.641; 224.43;  1.258;   3.46;  0.063;  82.65;  0.105; 146.61;
3/7/2022 18:53:32; 14.8; 48.3; -0.2; -3.5;  0.428; 21.68;    0;    0;  0.342;  34.15;  0.394;  77.23;  0.035; 137.29;  0.041;  27.82;  0.035; 161.57;  0.039; 253.44;  0.330; 323.37;  0.095; 280.36;  0.037; 297.26;  0.181; 302.11;  0.002; 270.00;  0.042;   2.73;  0.060; 209.15;  0.096; 339.86;  0.148; 144.06;  0.143; 122.47;  0.487; 243.70;  0.061;  34.99;  0.541;  76.43;
3/7/2022 18:53:32; 14.8; 48.3; -0.2; -3.4;  0.426; 21.68;    0;    0;  0.260; 332.25;  0.282; 239.35;  0.438;  92.09;  0.024; 282.26;  0.023; 232.13;  0.045; 222.27;  0.068; 247.57;  0.078; 221.88;  0.043; 331.07;  0.170;  77.11;  0.071;  17.16;  0.089;  48.21;  0.262;  36.30;  0.010; 233.13;  0.135; 258.02;  0.168;  84.19;  0.427;  37.86;  0.318; 210.59;  0.390; 138.84;
3/7/2022 18:53:33; 14.8; 48.4; -0.2; -3.4;  0.427; 21.68;    0;    0;  0.243; 272.36;  0.070; 243.80;  0.091; 214.73;  0.021;  43.03;  0.110; 261.65;  0.059; 189.78;  0.114; 234.64;  0.150; 235.04;  0.294; 312.93;  0.054; 290.43;  0.043;   5.31;  0.040; 191.59;  0.116; 214.79;  0.047; 191.07;  0.126;  69.13;  0.106; 152.95;  0.126; 110.45;  0.254;  33.75;  0.325; 208.93;
3/7/2022 18:53:33; 14.8; 48.3; -0.2; -3.4;  0.425; 21.68;    0;    0;  0.280; 343.63;  0.044; 292.52;  0.365;  45.22;  0.093; 253.72;  0.017; 287.35;  0.016; 338.20;  0.061; 252.76;  0.121; 326.44;  0.364; 153.22;  0.054; 202.78;  0.055; 304.56;  0.025; 279.09;  0.140;  24.55;  0.018;  99.46;  0.118; 139.82;  0.243; 235.72;  0.336; 191.51;  0.715;  18.51;  0.078; 194.04;
3/7/2022 18:53:34; 14.8; 48.3; -0.3; -3.5;  0.424; 21.68;    0;    0;  0.793; 153.34;  0.119;  94.80;  0.373; 318.37;  0.110; 196.30;  0.316;  37.02;  0.017; 183.37;  0.093;  10.58;  0.005; 126.87;  0.949;  91.21;  0.294; 150.91;  0.037;  86.91;  0.005;  36.87;  0.201;  96.84;  0.253;  60.09;  0.059; 243.87;  0.169; 287.25;  0.084;  92.05;  0.473; 207.16;  0.340; 203.18;
3/7/2022 18:53:34; 14.8; 48.1; -0.2; -3.5;  0.422; 21.68;    0;    0;  1.164; 138.83;  0.206; 300.68;  0.016; 291.80;  0.200; 220.14;  0.188; 222.19;  0.058;  99.95;  0.105; 221.13;  0.073; 262.87;  0.733; 158.55;  0.568; 343.96;  0.046; 110.41;  0.037;  34.11;  0.039; 152.78;  0.093;  47.60;  0.162; 313.25;  0.047; 282.26;  0.035; 199.98;  0.308;  19.32;  0.090; 144.02;
3/7/2022 18:53:35; 14.8; 48.4; -0.2; -3.4;  0.425; 21.68;    0;    0;  0.640; 130.18;  0.059; 340.35;  0.107; 331.52;  0.033;  15.71;  0.150;  58.64;  0.171; 219.29;  0.082; 326.50;  0.285; 320.27;  0.055; 305.42;  0.052;  93.30;  0.067;  65.34;  0.037; 172.30;  0.047; 156.16;  0.144; 257.60;  0.131;  76.81;  0.153; 246.95;  0.011; 326.31;  0.060; 114.44;  0.247; 126.45;
3/7/2022 18:53:35; 14.8; 48.3; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.344;  75.36;  0.168; 270.34;  0.040; 348.41;  0.035; 207.30;  0.070; 211.66;  0.040; 259.82;  0.047;  16.11;  0.354; 213.82;  0.052; 227.35;  0.080;  82.79;  0.065; 163.81;  0.120; 155.99;  0.042; 355.91;  0.116; 312.21;  0.213;  80.54;  0.871; 260.55;  0.883; 220.78;  0.131; 336.57;  0.625; 277.91;
3/7/2022 18:53:36; 14.8; 48.4; -0.2; -3.5;  0.426; 21.68;    0;    0;  0.371;  58.80;  0.030; 311.01;  0.050;  44.19;  0.064; 335.04;  0.066; 350.39;  0.028; 288.43;  0.204;  39.23;  0.014;  72.90;  0.010; 196.70;  0.079; 158.33;  0.047; 351.35;  0.262;  54.61;  0.128; 335.44;  0.037; 337.62;  0.178; 147.38;  0.117;  86.09;  0.069; 233.79;  0.455; 323.31;  1.012;  20.42;
3/7/2022 18:53:36; 14.8; 48.4; -0.2; -3.4;  0.426; 21.68;    0;    0;  0.622; 355.57;  0.129; 110.82;  0.075; 157.20;  0.037; 339.62;  0.190; 191.55;  0.036; 342.07;  0.317;  73.34;  0.053; 271.08;  0.019; 158.75;  0.055;  85.84;  0.069;  91.66;  0.039; 212.47;  0.876;  88.95;  0.280; 149.77;  0.046; 134.12;  0.195;   6.76;  0.835; 220.92;  0.149; 228.81;  0.551;  28.15;
3/7/2022 18:53:37; 14.8; 48.2; -0.2; -3.5;  0.426; 21.68;    0;    0;  0.595; 326.58;  0.004;  26.57;  0.104; 328.75;  0.117; 345.61;  0.042; 271.36;  0.097; 308.29;  0.544;  95.27;  0.095;  80.93;  0.026;  90.00;  0.049; 336.04;  0.080; 108.21;  0.155; 227.35;  0.044; 186.48;  0.100;  51.07;  0.042; 202.31;  0.069;  56.77;  0.107; 275.34;  0.266; 187.34;  0.238; 317.73;
3/7/2022 18:53:37; 14.8; 48.2; -0.2; -3.5;  0.427; 21.68;    0;    0;  1.033; 276.45;  1.558; 290.87;  0.046; 319.40;  0.081; 331.22;  0.064; 294.96;  0.552; 151.99;  0.035; 286.39;  0.137;  18.70;  0.037;  93.09;  0.028; 111.04;  0.201; 206.57;  0.014; 188.13;  0.174; 236.22;  0.460; 102.80;  0.132; 102.67;  0.158; 356.74;  0.810; 210.33;  0.306; 161.51;  0.485; 197.02;
3/7/2022 18:53:38; 14.8; 48.4; -0.2; -3.4;  0.428; 21.68;    0;    0;  0.590; 102.43;  0.877; 262.14;  0.428;  50.31;  0.116;  66.54;  0.042; 315.00;  0.157; 158.00;  0.159; 151.02;  0.031; 308.37;  0.061;  18.14;  0.103;  92.78;  0.205;  26.94;  0.139; 183.29;  0.191; 327.39;  0.040; 159.27;  0.756; 257.01;  0.198;  34.09;  0.265; 260.64;  0.283;  53.33;  0.389; 146.11;
3/7/2022 18:53:38; 14.8; 48.4; -0.2; -3.5;  0.426; 21.68;    0;    0;  0.221; 346.15;  0.567; 266.76;  0.630; 276.47;  0.218; 255.64;  0.036; 131.63;  0.199;  88.56;  0.073; 343.30;  0.156; 320.71;  0.059; 203.07;  0.273; 128.59;  0.021; 357.27;  0.026; 310.36;  0.033;  17.88;  0.703;  57.85;  0.995; 279.77;  0.349; 201.34;  1.050;   3.82;  0.190; 171.83;  1.625; 180.81;
3/7/2022 18:53:39; 14.8; 48.2; -0.3; -3.5;  0.427; 21.68;    0;    0;  0.440; 119.07;  0.687;  67.13;  0.365; 304.52;  0.046; 183.73;  0.104;  67.38;  0.194; 153.04;  0.164; 351.57;  0.102; 173.22;  0.889; 323.23;  0.019;  11.89;  0.037; 180.00;  0.201; 149.23;  0.096; 143.49;  0.124; 104.48;  0.678;  53.76;  0.855; 105.26;  1.245; 319.82;  0.164;  12.00;  1.336;  30.79;
3/7/2022 18:53:39; 14.8; 48.4; -0.2; -3.4;  0.429; 21.68;    0;    0;  0.263;  30.07;  0.375;  55.76;  0.455; 279.11;  0.094; 245.61;  0.252; 105.20;  0.009;  49.40;  0.113;  59.12;  0.334; 236.12;  0.201; 176.02;  0.435;   3.82;  0.022;  46.85;  0.137; 135.00;  0.036;  20.92;  0.019;  74.48;  0.177; 200.18;  0.402; 166.62;  0.600; 293.88;  0.124; 263.51;  0.772; 237.05;
3/7/2022 18:53:40; 14.8; 48.4; -0.2; -3.5;  0.427; 21.68;    0;    0;  0.240;  95.97;  0.613; 203.47;  0.038; 296.57;  0.101;  60.89;  0.168; 291.99;  0.175; 194.91;  0.357; 234.13;  0.455; 168.47;  0.326; 209.55;  0.386; 338.42;  0.060;  10.56;  0.221; 353.23;  0.003; 315.00;  0.063; 221.78;  0.057; 108.43;  1.017; 266.73;  0.714; 268.40;  0.291; 350.89;  0.552;  47.64;
3/7/2022 18:53:40; 14.8; 48.1; -0.2; -3.5;  0.428; 21.69;    0;    0;  0.463; 347.65;  0.835; 328.37;  0.117; 284.87;  0.056; 222.83;  0.206; 335.05;  0.097;  38.75;  0.238;  51.15;  0.333; 155.74;  0.103;  44.22;  0.041;  92.79;  0.046; 176.27;  0.058; 222.21;  0.113;   1.52;  0.442; 148.50;  0.049;  49.14;  0.177;  78.63;  1.118; 307.15;  0.070; 345.96;  0.201; 294.40;
3/7/2022 18:53:41; 14.8; 48.3; -0.2; -3.5;  0.431; 21.68;    0;    0;  1.125; 249.60;  0.654; 331.91;  0.687; 328.09;  0.078; 321.23;  0.189; 334.93;  0.076; 304.32;  0.064; 152.24;  0.194;  38.29;  0.334; 217.45;  0.014;  90.00;  0.017;  10.01;  0.061; 285.17;  0.039; 175.60;  0.151; 139.03;  0.238; 304.22;  0.204; 315.99;  0.504; 278.44;  0.128;  56.43;  0.734; 357.19;
3/7/2022 18:53:41; 14.8; 48.4; -0.2; -3.5;  0.428; 21.69;    0;    0;  0.651; 153.36;  0.501; 125.34;  0.300; 146.68;  0.019;   3.01;  0.081; 268.59;  0.378; 208.60;  0.146;  34.67;  0.175;  65.64;  0.607; 338.04;  0.071; 166.94;  0.113;  20.67;  0.054; 228.01;  0.148;  92.32;  0.030; 132.27;  0.614; 197.34;  0.292; 262.73;  0.438; 296.16;  0.038; 158.20;  0.178; 353.87;
3/7/2022 18:53:42; 14.8; 48.2; -0.2; -3.5;  0.427; 21.68;    0;    0;  0.441; 115.93;  1.051; 271.69;  0.077; 267.77;  0.008; 113.20;  0.183;  31.61;  0.219; 200.83;  0.189; 215.29;  0.157; 207.38;  0.811;  29.32;  0.010; 293.96;  0.034; 312.61;  0.207;  23.60;  0.135; 188.97;  0.427; 199.58;  0.102; 352.11;  0.187; 334.95;  0.316; 189.28;  0.782; 272.20;  0.426; 268.12;
3/7/2022 18:53:42; 14.8; 48.4; -0.2; -3.5;  0.429; 21.69;    0;    0;  0.327;  72.01;  0.745; 301.49;  0.197; 195.59;  0.001;  90.00;  0.127; 242.83;  0.374;  25.81;  0.413; 206.63;  0.035; 223.83;  0.114;  77.80;  0.040;  39.99;  0.046; 357.51;  0.096; 195.78;  0.088; 120.07;  0.686;  29.33;  0.053; 263.54;  0.031; 204.90;  0.437;  75.14;  0.156; 318.64;  0.874;   5.12;
3/7/2022 18:53:43; 14.8; 48.2; -0.2; -3.5;  0.428; 21.68;    0;    0;  0.562;  45.65;  0.723; 325.54;  0.044;  28.30;  0.011; 259.70;  0.087; 294.50;  0.708;  29.64;  0.182; 204.31;  0.986;  31.48;  0.236; 336.04;  0.049; 205.51;  0.044;  90.00;  0.060; 228.37;  0.250; 270.23;  0.170; 201.74;  0.168; 334.65;  0.057; 301.48;  0.698; 112.41;  0.076; 294.88;  1.229;  77.03;
3/7/2022 18:53:43; 14.8; 48.4; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.297;  97.15;  0.064; 279.02;  0.114; 213.55;  0.139; 168.37;  0.024; 282.26;  0.089; 130.88;  0.172; 206.27;  0.733;  32.41;  0.158;  98.03;  0.267;  64.49;  0.187; 207.80;  0.116; 236.58;  0.058;  89.01;  0.240; 207.85;  0.088; 119.18;  0.787; 267.09;  0.640; 243.68;  0.120;  42.31;  0.405;   9.09;
3/7/2022 18:53:44; 14.8; 48.3; -0.2; -3.5;  0.430; 21.69;    0;    0;  0.224;  30.00;  0.016; 251.57;  0.227;  23.86;  0.082;  30.96;  0.173; 136.17;  0.156; 217.46;  0.170;  66.76;  0.098;  43.34;  0.194; 104.97;  0.213;  56.68;  0.084; 258.29;  0.030; 264.29;  0.091;  19.82;  0.086;  93.33;  0.127; 216.69;  0.794; 151.34;  0.817; 341.96;  0.073;  30.43;  0.154; 167.59;
3/7/2022 18:53:44; 14.8; 48.2; -0.2; -3.5;  0.428; 21.68;    0;    0;  0.250;  91.37;  0.111; 313.18;  0.048; 189.66;  0.018; 247.62;  0.467; 191.00;  0.208;  49.49;  0.478; 262.31;  0.037; 124.99;  0.162;  62.49;  0.458;  90.75;  0.073; 207.61;  0.089; 220.46;  0.296;  28.64;  0.235;  27.66;  0.455;  81.01;  0.317; 287.81;  0.778; 137.45;  0.356; 101.85;  0.360; 241.08;
3/7/2022 18:53:45; 14.8; 48.2; -0.2; -3.5;  0.427; 21.68;    0;    0;  0.195;  29.85;  0.143; 172.78;  0.127; 211.20;  0.042; 234.78;  0.367; 200.06;  0.079; 145.30;  0.156; 133.44;  0.110; 233.86;  0.099; 192.78;  0.039; 271.47;  0.237; 191.93;  0.114; 118.37;  0.641;  14.93;  0.298; 198.37;  0.020;  98.53;  0.086; 143.00;  0.226; 331.17;  0.235;  44.31;  0.320; 220.56;
3/7/2022 18:53:45; 14.8; 48.4; -0.2; -3.5;  0.430; 21.68;    0;    0;  0.447; 290.42;  0.107; 110.30;  0.142; 306.71;  0.180; 317.02;  0.231;   6.20;  0.584; 220.76;  0.197; 292.66;  0.523; 154.27;  0.388; 338.53;  0.097;  20.49;  0.162;  46.75;  0.292;   5.69;  0.325; 137.62;  0.373;  26.08;  0.063; 149.35;  0.176; 332.56;  0.099; 260.73;  0.202; 315.00;  0.715;  44.15;
3/7/2022 18:53:46; 14.8; 48.4; -0.2; -3.5;  0.428; 21.68;    0;    0;  0.219; 120.78;  0.040; 243.43;  0.207; 141.86;  0.127; 138.52;  1.267; 175.65;  0.076; 227.12;  0.331; 207.73;  0.329; 121.08;  0.638; 162.47;  0.156; 231.51;  0.258;  24.28;  0.171; 208.21;  0.086; 180.00;  0.986; 212.11;  0.385;  99.88;  0.136;  50.36;  0.514; 145.78;  0.427;  37.86;  0.444; 251.77;
3/7/2022 18:53:46; 14.8; 48.4; -0.2; -3.4;  0.426; 21.69;    0;    0;  0.634; 345.77;  0.692;  36.36;  0.284; 209.82;  0.158; 350.18;  0.226; 297.70;  0.115;  92.99;  0.764;  34.50;  0.931; 266.67;  0.873; 137.32;  0.163; 175.79;  0.092;  14.49;  0.126; 130.16;  0.425; 147.39;  0.153; 337.78;  0.120; 192.99;  0.262; 202.65;  0.359; 315.00;  0.140;  44.42;  0.321; 224.50;
3/7/2022 18:53:47; 14.8; 48.3; -0.3; -3.4;  0.428; 21.68;    0;    0;  0.453;  29.90;  0.057;  73.78;  0.616; 254.18;  0.082; 344.44;  0.297; 191.46;  0.042;  30.26;  0.137;  70.37;  0.520; 321.87;  1.002; 328.72;  1.000;  29.54;  0.241;  18.66;  0.277; 121.85;  0.271;  56.60;  0.052;  70.87;  0.138; 174.17;  0.358; 278.20;  0.240; 126.34;  0.968; 317.09;  0.574;  46.13;
3/7/2022 18:53:47; 14.8; 48.4; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.451; 312.85;  0.353; 171.20;  0.114; 287.96;  0.041; 197.10;  0.270; 106.56;  0.061; 245.94;  0.134; 262.29;  0.768; 252.82;  0.257; 307.89;  0.919; 136.01;  0.172; 324.00;  0.932; 159.80;  1.309; 228.65;  0.225;  75.59;  0.207;  42.07;  0.303;   1.13;  0.307; 228.04;  0.864;  15.37;  0.575; 200.45;
3/7/2022 18:53:48; 14.8; 48.3; -0.2; -3.5;  0.429; 21.68;    0;    0;  0.253; 349.76;  0.326; 139.97;  0.117; 359.51;  0.232; 213.76;  0.140; 220.07;  0.151;  35.58;  0.302; 208.52;  0.091; 194.04;  0.634; 336.30;  0.108; 146.31;  0.149;  13.57;  0.387; 137.94;  0.828; 194.34;  1.200; 118.04;  0.069; 312.05;  0.852; 221.10;  0.327; 146.36;  0.640;  22.40;  0.413;  28.61;
3/7/2022 18:53:48; 14.8; 48.5; -0.2; -3.4;  0.429; 21.68;    0;    0;  0.884; 103.74;  0.782;  76.55;  0.198; 150.33;  0.084;  74.15;  0.155; 211.85;  0.117;  62.56;  0.261; 209.12;  0.603; 344.33;  0.187; 159.34;  0.787; 349.83;  0.060; 166.43;  0.322; 315.75;  0.158; 205.92;  0.089; 357.43;  0.434; 259.52;  0.216; 153.55;  0.085; 244.04;  0.539;  27.90;  0.658; 217.22;
