  8   0.130  -0.178   0.067  -0.040  99.0  95.0 117.0   7.0  70.0  96.0   0.190  290.63 0 0 0 0 0 0
  9   0.140  -0.140  -0.089  -0.081  94.0  94.0 106.0  29.0  81.0  45.0   0.166  237.56 0 0 0 0 0 0
 10   0.150   0.012  -0.033  -0.011  89.0  95.0  97.0  61.0  89.0  67.0   0.035  160.02 0 0 0 0 0 0
 11   0.160  -0.029   0.010   0.012  89.0  94.0  90.0  96.0  87.0  77.0   0.031  289.03 0 0 0 0 0 0
 12   0.170   0.011   0.006   0.003  92.0  97.0  88.0  93.0  94.0  63.0   0.013   61.39 0 0 0 0 0 0
 13   0.180   0.065   0.033   0.036  92.0 104.0  85.0  41.0 100.0  86.0   0.073   63.08 0 0 0 0 0 0
 14   0.190  -0.094   0.117   0.001  88.0 106.0  81.0  51.0  98.0  48.0   0.150  321.22 0 0 0 0 0 0
 15   0.200  -0.255   0.513   0.111  86.0 101.0  77.0  91.0  77.0  17.0   0.573  333.57 0 0 0 0 0 0
 16   0.210   0.005   0.145   0.002  96.0  97.0  74.0  99.0  53.0  66.0   0.145    1.97 0 0 0 0 0 0
 17   0.220   0.034   0.013  -0.010 103.0  97.0  73.0 100.0  76.0  87.0   0.036   69.08 0 0 0 0 0 0
 18   0.230   0.149  -0.322  -0.062 101.0  93.0  70.0  70.0  61.0   7.0   0.355  155.17 0 0 0 0 0 0
 19   0.240   0.197   0.334  -0.078 101.0  88.0  70.0  85.0  16.0  29.0   0.388   30.53 0 0 0 0 0 0
03 07 2022 19 33 52.000     1  2101 00000000 01110000  13.2 1487.5  96.6   0.5  -1.9   0.636  21.74     0     0 3  19
  1   0.060   0.173  -0.055   0.096 137.0 138.0 141.0   0.0  17.0 100.0   0.182  107.64 0 0 0 0 0 0
  2   0.070  -0.184   0.293   0.010 125.0 129.0 131.0  63.0  13.0  77.0   0.346  327.87 0 0 0 0 0 0
  3   0.080  -0.116  -0.127   0.029 115.0 120.0 120.0  95.0  16.0  81.0   0.172  222.41 0 0 0 0 0 0
  4   0.090  -0.011  -0.126   0.054 100.0 112.0 103.0  84.0  39.0  62.0   0.126  184.99 0 0 0 0 0 0
  5   0.100  -0.268  -0.227   0.119  89.0 106.0  90.0  56.0  30.0  49.0   0.351  229.73 0 0 0 0 0 0
  6   0.110   0.040   0.118  -0.036  85.0 105.0  85.0  92.0  40.0  80.0   0.125   18.73 0 0 0 0 0 0
  7   0.120  -0.041   0.114   0.034  81.0 107.0  81.0  11.0  71.0  48.0   0.121  340.22 0 0 0 0 0 0
  8   0.130   0.223   0.037   0.072  75.0 106.0  81.0  13.0  46.0  52.0   0.226   80.58 0 0 0 0 0 0
  9   0.140   0.156   0.270  -0.085  70.0 102.0  93.0  32.0   6.0  99.0   0.312   30.02 0 0 0 0 0 0
 10   0.150  -0.317  -0.271   0.073  69.0  98.0 102.0  55.0  25.0  93.0   0.417  229.47 0 0 0 0 0 0
 11   0.160   0.005   0.000   0.007  84.0  92.0 111.0  93.0  28.0  90.0   0.005   90.00 0 0 0 0 0 0
 12   0.170   0.085   0.088  -0.018 100.0  90.0 108.0  99.0  52.0  98.0   0.122   44.01 0 0 0 0 0 0
 13   0.180  -0.010   0.132  -0.071  99.0  89.0 102.0  43.0  58.0  74.0   0.132  355.67 0 0 0 0 0 0
 14   0.190   0.005   0.230  -0.160  91.0  87.0  93.0  14.0  20.0  34.0   0.230    1.25 0 0 0 0 0 0
 15   0.200  -0.012  -0.130   0.080  86.0  86.0  87.0  72.0  17.0  24.0   0.131  185.27 0 0 0 0 0 0
 16   0.210  -0.110   0.269   0.074  81.0  85.0  83.0  74.0  18.0  11.0   0.291  337.76 0 0 0 0 0 0
 17   0.220   0.491   0.480  -0.129  76.0  85.0  79.0  56.0  15.0  76.0   0.687   45.65 0 0 0 0 0 0
 18   0.230   0.217   0.341  -0.080  74.0  86.0  75.0  31.0  20.0  67.0   0.404   32.47 0 0 0 0 0 0
 19   0.240   0.041  -0.521   0.021  77.0  86.0  71.0  71.0  12.0  29.0   0.523  175.50 0 0 0 0 0 0
03 07 2022 19 38 52.000     1  2401 00000000 01110000  13.2 1487.5  96.7   0.5  -1.9   0.615  21.74     0     0 3  19
  1   0.060   0.069   0.103  -0.028 139.0 139.0 141.0  96.0  50.0  92.0   0.124   33.82 0 0 0 0 0 0
  2   0.070  -0.162  -0.049   0.002 128.0 132.0 132.0  43.0  71.0  37.0   0.169  253.17 0 0 0 0 0 0
  3   0.080  -0.163   0.024   0.036 120.0 127.0 123.0  51.0  60.0  34.0   0.165  278.38 0 0 0 0 0 0
  4   0.090  -0.051  -0.069   0.014 113.0 122.0 110.0  41.0  72.0  39.0   0.086  216.47 0 0 0 0 0 0
  5   0.100  -0.012  -0.118   0.007 110.0 118.0 103.0  73.0  85.0  60.0   0.119  185.81 0 0 0 0 0 0
  6   0.110   0.033  -0.074   0.021 107.0 115.0 101.0  28.0  90.0  69.0   0.081  155.97 0 0 0 0 0 0
  7   0.120  -0.030  -0.033   0.008 103.0 111.0  99.0  36.0  78.0  84.0   0.045  222.27 0 0 0 0 0 0
  8   0.130  -0.139  -0.076  -0.020  97.0 109.0  97.0  35.0  71.0  74.0   0.158  241.33 0 0 0 0 0 0
  9   0.140   0.312  -0.058   0.106  91.0 108.0  93.0  22.0  67.0  62.0   0.317  100.53 0 0 0 0 0 0
 10   0.150  -0.275   0.000  -0.021  88.0 110.0  94.0  22.0  78.0  72.0   0.275  270.00 0 0 0 0 0 0
 11   0.160   0.008  -0.115   0.027  94.0 107.0  98.0  56.0  77.0  95.0   0.115  176.02 0 0 0 0 0 0
 12   0.170   0.072  -0.153  -0.001 101.0 103.0  94.0  79.0  84.0  39.0   0.169  154.80 0 0 0 0 0 0
 13   0.180  -0.048  -0.046  -0.014 100.0 101.0  98.0  71.0  76.0  85.0   0.066  226.22 0 0 0 0 0 0
 14   0.190  -0.295  -0.102  -0.006  95.0  99.0  99.0  28.0  56.0  73.0   0.312  250.93 0 0 0 0 0 0
 15   0.200   0.093  -0.100   0.039  92.0  99.0  98.0  44.0  55.0  51.0   0.137  137.08 0 0 0 0 0 0
 16   0.210   0.023  -0.019   0.058  93.0 100.0 100.0  37.0  59.0  46.0   0.030  129.56 0 0 0 0 0 0
 17   0.220   0.083  -0.130   0.008  93.0 102.0 103.0  61.0  59.0  54.0   0.154  147.44 0 0 0 0 0 0
 18   0.230  -0.009  -0.108   0.016  93.0 102.0 103.0  25.0  26.0  59.0   0.108  184.76 0 0 0 0 0 0
 19   0.240   0.038  -0.237  -0.052  94.0 105.0 100.0  22.0  38.0  20.0   0.240  170.89 0 0 0 0 0 0
03 07 2022 19 43 52.000     1  2701 00000000 01110000  13.2 1487.6  96.7   0.5  -1.9   0.636  21.81     0     0 3  19
  1   0.060   0.048   0.117  -0.029 138.0 137.0 142.0  99.0  66.0  54.0   0.126   22.31 0 0 0 0 0 0
  2   0.070   0.030   0.133   0.004 133.0 126.0 132.0  97.0  49.0  80.0   0.136   12.71 0 0 0 0 0 0
  3   0.080  -0.068   0.075  -0.026 128.0 118.0 123.0  63.0  76.0  75.0   0.101  317.80 0 0 0 0 0 0
  4   0.090  -0.060   0.018  -0.031 117.0 110.0 114.0  54.0  70.0  49.0   0.063  286.70 0 0 0 0 0 0
  5   0.100   0.123  -0.105   0.000 109.0 106.0 106.0  32.0  75.0  44.0   0.162  130.49 0 0 0 0 0 0
  6   0.110  -0.113   0.322   0.069 107.0 105.0 100.0  81.0  79.0  22.0   0.341  340.66 0 0 0 0 0 0
  7   0.120  -0.123   0.276   0.041 106.0 103.0  95.0  81.0  84.0  32.0   0.302  335.98 0 0 0 0 0 0
  8   0.130  -0.008   0.062   0.034 104.0 101.0  95.0  70.0  93.0  49.0   0.063  352.65 0 0 0 0 0 0
  9   0.140   0.100  -0.030   0.025 101.0  98.0  95.0  59.0  91.0  58.0   0.104  106.70 0 0 0 0 0 0
 10   0.150  -0.019  -0.092   0.005  98.0  96.0  94.0  70.0  31.0  76.0   0.094  191.67 0 0 0 0 0 0
 11   0.160  -0.004  -0.026  -0.008  96.0  93.0  91.0  79.0  66.0  54.0   0.026  188.75 0 0 0 0 0 0
 12   0.170   0.071   0.004   0.014  92.0  95.0  93.0  76.0  88.0  92.0   0.071   86.78 0 0 0 0 0 0
 13   0.180  -0.007   0.035   0.012  93.0  97.0  93.0  95.0  89.0  73.0   0.036  348.69 0 0 0 0 0 0
 14   0.190   0.015  -0.008  -0.011  92.0  97.0  92.0  81.0  75.0  74.0   0.017  118.07 0 0 0 0 0 0
 15   0.200   0.060   0.034  -0.022  92.0  96.0  91.0  75.0  32.0  79.0   0.069   60.46 0 0 0 0 0 0
 16   0.210  -0.023   0.009   0.013  91.0  95.0  90.0  80.0  50.0  61.0   0.025  291.37 0 0 0 0 0 0
 17   0.220   0.115  -0.172  -0.052  89.0  93.0  89.0  73.0  58.0  17.0   0.207  146.23 0 0 0 0 0 0
 18   0.230  -0.061  -0.055  -0.036  91.0  94.0  88.0  46.0  52.0  28.0   0.082  227.96 0 0 0 0 0 0
 19   0.240   0.043  -0.001  -0.022  93.0  94.0  86.0  71.0  55.0  35.0   0.043   91.33 0 0 0 0 0 0
03 07 2022 19 48 52.000     1  3001 00000000 01110000  13.2 1487.8  96.8   0.4  -1.9   0.635  21.87     0     0 3  19
  1   0.060  -0.400  -0.369   0.187 137.0 138.0 143.0  75.0   7.0  77.0   0.544  227.31 0 0 0 0 0 0
  2   0.070  -0.551   0.069  -0.129 125.0 127.0 134.0  13.0  46.0  99.0   0.555  277.14 0 0 0 0 0 0
  3   0.080  -0.227   0.043  -0.049 114.0 122.0 127.0  10.0  85.0  90.0   0.231  280.73 0 0 0 0 0 0
  4   0.090  -0.041  -0.020  -0.026 101.0 114.0 113.0  48.0  70.0  75.0   0.046  244.00 0 0 0 0 0 0
  5   0.100   0.034   0.057  -0.017  95.0 109.0 102.0  82.0  75.0  76.0   0.066   30.82 0 0 0 0 0 0
  6   0.110   0.009  -0.008   0.001  90.0 110.0  95.0  77.0  91.0  64.0   0.012  131.63 0 0 0 0 0 0
  7   0.120  -0.097  -0.043   0.040  84.0 107.0  89.0  55.0  63.0  44.0   0.106  246.09 0 0 0 0 0 0
  8   0.130  -0.234   0.110  -0.012  81.0 102.0  85.0  43.0  72.0  22.0   0.259  295.18 0 0 0 0 0 0
  9   0.140  -0.093   0.024  -0.018  78.0 100.0  83.0  34.0  80.0  85.0   0.096  284.47 0 0 0 0 0 0
 10   0.150   0.039  -0.005   0.006  75.0  97.0  83.0  60.0  90.0  94.0   0.039   97.31 0 0 0 0 0 0
 11   0.160   0.097   0.012   0.029  72.0  92.0  83.0  16.0  60.0  92.0   0.098   82.95 0 0 0 0 0 0
 12   0.170   0.096   0.052  -0.003  72.0  87.0  85.0  65.0  63.0  76.0   0.109   61.56 0 0 0 0 0 0
 13   0.180   0.037   0.054  -0.001  73.0  87.0  86.0  61.0  75.0  92.0   0.065   34.42 0 0 0 0 0 0
 14   0.190   0.009   0.044   0.006  75.0  86.0  86.0  25.0  89.0  55.0   0.045   11.56 0 0 0 0 0 0
 15   0.200  -0.006  -0.005   0.010  77.0  84.0  93.0  80.0  86.0  91.0   0.008  230.19 0 0 0 0 0 0
 16   0.210  -0.022  -0.024   0.012  82.0  83.0  97.0  39.0  79.0  96.0   0.033  222.51 0 0 0 0 0 0
