"TOA5","SUSTAINpresX4X2","CR6","5764","CR6.Std.10.02","CPU:SUSTAINpressX4X2V10_0907_13Feb2019.CR6","43802","pressure"
"TIMESTAMP","RECORD","Pressure1(1)","Pressure1(2)","Pressure1(3)","Pressure1(4)","Pressure2(1)","Pressure2(2)","Pressure2(3)","Pressure2(4)"
"TS","RN","hPa","hPa","hPa","hPa","hPa","hPa","hPa","hPa"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2022-03-07 19:00:00.1",4302018,-4.218945,0.01606077,1.969847E-05,-0.01468115,1018.289,886.046,1018.425,1018.511
"2022-03-07 19:00:00.2",4302019,-4.218632,0.02299253,-4.924616E-06,-0.03130898,1018.46,886.1323,1018.507,1018.804
"2022-03-07 19:00:00.3",4302020,-4.2187,0.03125937,1.7381E-05,-0.05086115,1018.652,886.222,1018.619,1019.083
"2022-03-07 19:00:00.4",4302021,-4.218653,0.04003207,2.288498E-05,-0.07259754,1018.89,886.3214,1018.776,1019.391
"2022-03-07 19:00:00.5",4302022,-4.218631,0.0488522,0,-0.09466127,1019.102,886.4386,1018.959,1019.615
"2022-03-07 19:00:00.6",4302023,-4.218838,0.05649187,-8.980183E-06,-0.1117077,1019.276,886.5567,1019.152,1019.786
"2022-03-07 19:00:00.7",4302024,-4.218787,0.06456064,1.158733E-06,-0.1236282,1019.395,886.6841,1019.318,1019.84
"2022-03-07 19:00:00.8",4302025,-4.218924,0.06930891,1.39048E-05,-0.1285542,1019.451,886.7811,1019.417,1019.789
"2022-03-07 19:00:00.9",4302026,-4.218836,0.06995382,6.9524E-06,-0.1282341,1019.437,886.8737,1019.452,1019.631
"2022-03-07 19:00:01",4302027,-4.21867,0.0681882,2.288498E-05,-0.1174883,1019.345,886.9274,1019.425,1019.397
"2022-03-07 19:00:01.1",4302028,-4.218749,0.06608292,-5.793667E-07,-0.1015876,1019.159,886.9488,1019.347,1019.093
"2022-03-07 19:00:01.2",4302029,-4.21887,0.0622888,-4.924616E-06,-0.08007862,1018.955,886.9504,1019.243,1018.741
"2022-03-07 19:00:01.3",4302030,-4.218973,0.05666098,-8.980183E-06,-0.05765278,1018.734,886.9178,1019.09,1018.394
"2022-03-07 19:00:01.4",4302031,-4.218654,0.04973102,-2.201593E-05,-0.02952453,1018.438,886.8488,1018.952,1018.04
"2022-03-07 19:00:01.5",4302032,-4.218887,0.04148157,-3.4762E-06,-0.001654092,1018.164,886.762,1018.791,1017.741
"2022-03-07 19:00:01.6",4302033,-4.218756,0.03291853,3.4762E-06,0.02192903,1017.93,886.6687,1018.596,1017.5
"2022-03-07 19:00:01.7",4302034,-4.218682,0.02353134,1.853973E-05,0.0432968,1017.708,886.5463,1018.415,1017.351
"2022-03-07 19:00:01.8",4302035,-4.218682,0.01517904,4.634933E-06,0.06107756,1017.546,886.4337,1018.288,1017.261
"2022-03-07 19:00:01.9",4302036,-4.218769,0.008845119,-2.027783E-06,0.07025111,1017.447,886.326,1018.196,1017.216
"2022-03-07 19:00:02",4302037,-4.218715,0.005187504,-7.82145E-06,0.07500119,1017.411,886.2196,1018.135,1017.228
"2022-03-07 19:00:02.1",4302038,-4.218626,0.004303608,-8.6905E-06,0.07340141,1017.419,886.1486,1018.117,1017.284
"2022-03-07 19:00:02.2",4302039,-4.218713,0.003587004,6.08335E-06,0.06770261,1017.464,886.0854,1018.12,1017.39
"2022-03-07 19:00:02.3",4302040,-4.218647,0.004389065,1.39048E-05,0.05725953,1017.574,886.0613,1018.135,1017.51
